4.10,4.10,4.10,4.11,4.11,4.11,4.12,4.12,4.12
36.269071,26.357460,33.229388,25.723646,31.665930,28.221471,44.911709,34.612220,37.127801
48.531716,26.970700,28.537403,32.123406,28.588531,26.187439,32.679126,52.866920,25.131773
34.771778,46.120137,34.417363,23.794453,31.073010,27.401846,28.194452,26.839081,27.648539
36.772558,73.260235,28.767489,21.214496,20.954773,29.776562,32.516945,26.456389,20.618597
34.779021,33.836116,40.051637,24.810202,25.964903,27.099765,59.303673,23.018031,26.819161
42.944711,25.299137,30.489007,37.559884,32.679706,21.943055,28.360124,38.443985,34.620939
40.883331,26.754184,23.756772,34.978728,27.166992,34.085656,22.948294,26.439796,24.224591
49.095380,32.604908,35.261350,25.329017,27.308161,24.901326,43.707044,26.230234,31.122462
38.957511,35.179064,28.175914,23.368920,22.202920,28.997318,44.544295,38.233348,26.442852
32.534544,32.258309,30.244629,26.309969,27.932894,15.666497,27.814810,30.914356,27.418825
45.476685,23.947077,23.588239,29.860493,33.309907,25.351718,29.297860,29.593534,21.280845
42.609825,26.023752,25.403970,25.247438,28.014838,29.384179,29.982261,36.306425,26.703681
38.594164,24.786409,28.212549,34.405913,29.792376,24.222270,25.015595,30.234991,35.887973
40.854001,26.176653,29.191695,34.345991,24.029863,26.051591,22.076629,21.489596,26.119964
38.460843,31.946874,23.769781,20.288679,19.889058,26.464012,51.892835,23.189626,38.306146
37.164000,23.391499,23.897710,23.568523,31.552557,30.841511,23.404407,36.390072,32.238418
68.307444,27.308610,32.343783,29.526586,34.393475,36.729763,23.404407,29.598430,31.143164
37.817411,38.636173,30.598116,32.163084,26.868333,28.163169,31.491746,55.533124,35.337717
42.215027,29.363677,32.042303,22.788214,30.651124,24.290289,49.199130,24.456848,31.337026
39.265449,22.129309,29.628448,33.360787,32.366513,27.654782,24.442500,28.753385,24.421560
40.916297,47.345639,24.186814,24.328687,28.873338,31.102811,29.914177,27.757617,39.040792
41.656447,20.895686,34.805421,27.200122,32.258017,32.375004,30.330194,50.920459,27.443777
41.906220,30.993044,23.756772,22.578175,25.427584,26.530015,32.949079,29.947692,29.459684
34.740629,27.391997,26.421240,39.749148,22.916781,29.261689,28.425539,42.365214,29.330627
51.528250,27.733952,31.487994,28.284607,29.838055,29.709890,25.693801,23.018031,78.403112
43.743000,24.073133,33.222741,26.927925,28.066483,32.368971,26.385182,30.902207,31.571287
36.357399,43.240209,33.249102,35.319578,53.168153,26.891663,24.887527,30.314277,24.551130
46.629215,33.198985,40.419657,24.141509,31.216220,25.656117,25.245725,25.385886,29.515891
39.753422,51.648800,36.244763,22.471675,35.896943,26.397680,25.723960,25.662421,32.611407
53.532633,22.171277,29.428365,41.170674,32.272394,25.196738,23.037064,24.437428,34.099889
48.462478,25.476711,36.072405,28.400589,35.428076,26.881468,31.011735,24.456849,31.092689
46.571555,23.005545,28.357815,39.061560,24.643314,23.176103,34.331507,24.437427,25.139715
32.117291,30.895014,44.036320,42.717877,30.897129,28.566336,31.617692,29.466796,28.514389
35.485517,25.119037,25.096188,28.377469,24.762401,30.624078,42.325671,27.939491,28.555933
34.414749,22.867413,22.985480,31.695188,24.748458,25.061643,25.471733,27.875989,29.752713
62.927582,27.747330,29.939854,36.406071,56.567813,22.582613,28.376114,28.656309,35.060653
61.462878,31.356316,30.379110,30.766821,29.170236,27.072492,27.565694,31.747903,33.949458
37.111312,44.428638,23.417263,22.541562,38.416304,25.686480,27.346453,30.322237,24.654608
36.233772,44.110984,24.757145,29.793462,22.822806,27.559434,20.118916,26.034403,34.665839
55.944730,26.176652,36.382627,31.276045,26.342975,23.443589,33.853477,31.778166,41.035010
59.261554,26.769401,30.520302,24.779890,40.179235,33.436100,24.898925,24.066774,33.962510
35.648881,48.944659,24.910286,24.927700,31.689364,31.225348,40.942316,26.949666,48.532306
41.755110,34.908836,23.846609,21.093748,25.163692,26.641771,22.224739,25.644785,30.034526
39.475582,28.302472,24.792621,32.123405,26.471688,32.495130,39.977928,61.842934,36.209049
34.422145,30.917206,26.431760,25.616197,44.708345,23.751868,23.853612,40.369718,32.002802
43.217395,23.447808,26.891599,27.894966,27.512973,30.282255,22.861237,28.216021,30.163154
35.548019,38.426521,26.358708,23.303914,25.427584,28.524980,31.841257,26.051515,31.552436
47.651971,32.933129,24.505484,24.080613,33.526176,26.743761,27.469726,25.480289,29.681788
49.565988,31.239475,26.617457,26.204567,26.686519,25.746993,20.488597,27.415783,34.446548
40.728247,23.523564,32.329981,22.997980,24.455358,31.225348,26.648575,23.211187,31.103063
50.604303,24.426352,29.487016,48.377179,23.114492,38.887160,30.817949,23.920385,33.064530
47.695509,25.036224,34.101316,30.745150,26.144356,29.153048,25.663572,26.423182,38.632931
34.972664,33.180291,26.841442,34.068923,31.591166,32.107533,25.912094,47.965942,30.369686
37.410877,24.356118,43.745849,26.824740,21.171578,33.654165,16.978756,73.588465,35.906439
44.630437,39.124109,24.553881,28.307881,30.426530,28.918193,50.167217,26.526860,22.339473
55.694042,29.470747,26.991716,31.641306,28.441312,28.131261,58.296868,26.439796,33.210589
35.126628,47.954555,32.742106,26.597535,31.174494,24.300996,29.661945,22.478776,35.291517
36.824313,27.597866,43.761056,34.188899,30.285053,22.902296,50.769665,25.772297,31.969742
49.103735,27.597867,30.108941,21.374752,25.467167,34.006601,30.720138,37.006280,22.494069
35.988726,34.275240,25.627209,28.559104,21.560178,30.582468,41.008583,33.741260,20.954953
33.733836,28.250209,24.945329,20.761909,23.308878,33.059771,21.967891,29.832177,30.019263
46.118269,28.972913,37.224916,32.354674,22.054517,26.464012,33.075956,34.218315,27.203800
36.357396,23.333807,30.044845,26.073667,32.701713,40.351677,24.365811,26.318686,27.937264
45.190814,29.218277,25.222595,24.237048,25.328015,32.723921,27.917491,27.246553,26.703680
47.616082,27.474874,28.411865,33.249921,25.614617,24.143030,27.006868,25.551596,24.478146
34.958330,28.250208,40.406329,25.664369,29.322651,24.880926,50.749193,27.246553,25.539726
36.337504,57.250060,36.821856,28.104120,56.833723,36.467947,27.539438,44.749372,32.997926
40.914747,27.126314,28.185163,23.866652,30.888176,36.641341,24.341993,24.243648,30.758637
35.253156,28.093791,59.378401,29.293929,23.718626,27.489926,29.472895,46.335001,25.131774
44.716419,24.408071,27.520004,26.979226,21.099804,32.974754,29.870971,23.345294,30.931135
44.953354,33.543738,20.497323,21.767186,23.817013,32.494140,24.264667,29.328988,43.054604
41.381680,24.356118,31.244272,40.326831,25.942673,29.991194,28.335318,50.659600,31.687764
35.657808,27.948018,22.098620,20.967353,28.630294,23.273729,26.251488,27.978548,42.328676
44.210683,26.221648,28.573118,35.022833,25.477076,26.331010,20.690373,42.720167,46.705830
42.582279,52.339870,23.769781,24.574894,29.571620,33.851989,26.019878,27.742544,28.555934
50.775011,29.182054,45.602586,21.954333,29.018730,32.056368,28.506503,41.748956,21.751737
46.194715,28.132864,28.447893,32.351112,26.779210,24.334832,42.358314,36.676487,40.858659
47.998051,25.698692,24.517710,36.321526,32.882583,34.085655,27.346452,25.533806,31.576317
35.828452,38.678325,27.384942,23.892782,23.484592,27.304720,27.556396,24.366662,34.310842
37.572206,25.714271,44.404202,20.329332,24.997195,45.066413,24.140609,26.151885,23.475778
40.505834,38.321246,26.211380,28.284607,21.421335,30.166967,22.250763,74.432331,46.469714
34.182549,23.672548,29.174447,22.859754,30.838801,40.541588,23.595393,44.607408,37.130505
40.229714,32.866552,24.074631,23.827318,25.277935,34.429356,37.547224,25.261155,23.606904
34.338429,24.037551,26.586687,33.636427,28.401621,23.077647,48.974419,28.804265,29.404750
52.095728,32.942614,24.589944,24.481977,22.540297,24.643901,69.251967,27.546756,36.311959
41.317166,21.850034,26.586687,28.908903,27.036034,37.688924,28.844352,25.338421,34.266100
36.873290,29.590187,33.340918,24.810202,28.169207,29.717049,19.753244,28.702327,39.040789
34.559049,49.018891,29.850322,26.876433,23.888385,23.273730,23.367959,36.265605,33.962511
40.299338,32.209350,31.604776,29.547945,32.227176,24.030480,26.413782,30.347466,20.686141
51.452610,35.078466,23.756771,24.599543,28.420169,22.864084,23.737748,34.931931,38.062945
42.102223,31.721595,38.716612,28.645652,46.536960,23.138789,24.475819,40.847412,29.308788
41.388311,22.707641,24.673827,24.016171,24.085261,28.271630,29.157856,30.793755,27.488615
38.691497,44.731206,33.249100,30.687877,36.699890,51.876467,43.389975,23.422358,40.246105
38.799974,29.423957,24.236492,25.132916,22.540297,30.144960,29.382279,21.305530,32.913725
44.859561,48.102619,30.331849,23.436966,24.969817,26.613549,23.440741,49.864566,38.603520
34.368122,24.338751,23.846611,27.540876,25.163692,45.981627,25.359233,25.176650,33.337330
37.477046,46.684323,27.720147,24.048436,25.773260,39.404673,23.513071,40.521649,27.943692
33.646656,23.180423,24.792622,32.626497,28.096306,30.057786,21.549529,19.159381,37.895311
46.011411,21.783878,29.907333,21.292867,25.034775,32.656901,19.804198,29.078398,36.743906
40.620785,26.970701,24.709542,32.370684,18.972100,43.450945,31.317006,48.204160,23.117941
32.922819,24.180288,23.189727,28.776753,28.044773,28.581819,26.155941,40.741737,27.224123
34.321368,19.247648,28.976770,25.331925,20.502139,28.526273,27.943044,23.232711,24.551129
36.191716,24.460813,38.280121,31.258897,22.054517,33.914371,24.694979,24.678416,26.703681
37.216539,30.709924,27.258420,35.908666,28.279227,26.359841,19.426471,22.938224,29.218067
43.591932,31.492457,29.545435,24.141510,56.150077,29.145611,30.949429,25.909465,30.681634
35.318560,25.776399,33.347522,24.176634,27.425184,29.191415,32.054846,33.483980,27.692718
52.140588,28.040748,35.510874,28.216901,21.578545,23.479940,26.582325,43.147518,20.954953
43.780953,40.943882,25.571966,31.730389,35.721928,30.554289,22.370897,24.211407,20.446223
48.595950,35.262535,29.628450,26.363699,29.782747,24.412835,42.610924,27.106822,30.002553
45.834950,29.267140,25.987231,26.723366,25.575490,38.730512,24.264666,27.506460,29.160703
37.018272,24.819878,50.009724,30.552740,22.054517,24.211494,35.757198,33.469795,33.350866
50.557756,35.052355,23.135449,20.675090,23.383381,27.108368,24.487605,33.163368,33.635664
37.262626,28.572055,27.767185,28.148870,23.383380,24.891131,32.604291,37.181592,29.693173
33.338364,25.020754,70.388988,24.173439,30.387271,26.706897,37.000568,25.165100,32.592530
46.318284,29.120769,25.560727,25.610508,36.524502,21.693052,24.866731,40.421364,37.689176
31.590062,45.607109,28.555434,23.068227,29.893162,20.154135,25.410139,30.293671,43.947750
41.654955,27.921636,32.917122,25.188835,26.517366,25.392619,29.056895,22.902198,25.299265
33.654392,30.577071,24.709543,23.764800,29.811617,21.791081,24.951726,28.515815,29.212189
34.429540,34.651010,39.388338,23.534929,26.178717,27.045163,33.375379,25.031310,32.827901
38.582399,35.287851,46.926589,30.278819,24.401630,30.631933,29.601884,28.100504,32.985280
42.576018,25.476710,21.903508,30.201394,25.773259,26.613548,29.166163,23.366571,24.598832
46.488245,31.763068,33.593882,30.841439,27.178563,29.460823,25.015596,27.632611,24.891429
41.803248,28.093023,34.769434,30.861015,27.135087,23.126981,30.907753,28.268851,29.069056
32.106292,27.543695,22.098621,26.547399,38.062587,25.835658,26.019877,26.516455,31.557476
35.383717,24.920721,30.300164,23.099694,28.249789,24.490342,32.290331,25.061478,28.060313
45.266129,27.196905,50.200844,20.800734,22.202919,33.500977,27.720563,27.481425,31.659048
35.383717,26.387063,22.791178,26.101047,22.699026,31.414310,71.190828,34.500228,35.618422
47.523613,29.999482,26.931807,23.372338,27.436540,43.935304,35.428760,28.022960,63.348393
52.123476,32.098644,24.910286,30.784525,35.136191,20.427833,25.803410,27.272020,39.346649
47.906641,30.080012,29.157482,23.235087,40.491903,25.545237,26.722632,43.661291,27.005973
39.395063,61.717321,27.757994,32.263636,23.500074,31.266339,22.475781,32.510979,44.936681
32.882357,42.847993,21.375787,23.068227,26.413613,27.877453,71.585338,25.308910,27.072824
42.837136,57.214901,27.071419,22.614670,45.109993,24.469251,24.855303,35.081413,28.520561
56.170877,30.982325,28.626361,29.507340,26.665478,43.642542,25.194152,35.006831,33.497765
37.052092,24.108610,24.589945,23.987065,24.224457,26.678815,26.620476,22.101453,31.774885
51.567775,27.854671,34.188621,27.126888,23.352085,25.766045,29.172987,29.150436,51.829014
54.147293,34.168199,33.664633,24.813233,47.901900,28.121945,25.803411,24.263379,25.008168
39.140698,31.261175,43.230939,27.897363,28.669352,22.439207,25.713281,63.926176,40.687591
41.132194,50.882702,44.178308,23.668735,27.033137,35.744105,23.549072,27.221036,32.877829
