# SPCal Export 1.2.7
# Date,Mon Jul 15 18:28:02 2024
# File,C:\Users\p1196157\Documents\Guadalupe\SP-ICP-MS\Raw data\2024-05-28_Cu_AF_paint\4-12_2.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,6,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041521992,
# Mass fraction,0.8881,
# Molar mass,143.09,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Poisson (alpha=0.001)
#
# Detection results,Cu,
# Particle number,224
# Number error,14.96663
# Number concentration,3.0536277e+08,#/L
# Mass concentration,0.039595904,μg/L
#
# Background,7.4946661,counts
#,11.778103,nm
# Background error,3.0298252,counts
# Ionic background,3.1072413,μg/L
#
# Mean,Cu,
#,189.32613,counts
#,1.2966841e-10,μg
#,31.396398,nm
#,7.7801043e-16,m³
# Median,Cu,
#,101.4915,counts
#,6.9510959e-11,μg
#,28.07377,nm
#,4.1706575e-16,m³
# Limits of detection,Cu,
#,18.420143,counts
#,1.2615853e-11,μg
#,15.894819,nm
#,7.5695116e-17,m³
#
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,
s,counts,μg,nm,m³
0.0797,190.2018,1.3026815e-10,34.61222,7.8160888e-16
0.0996,677.76367,4.6419655e-10,52.86692,2.7851793e-15
0.2474,88.68071,6.0736922e-11,26.839081,3.6442153e-16
0.28345,84.941116,5.8175695e-11,26.456389,3.4905417e-16
0.36775,55.941071,3.8313726e-11,23.018031,2.2988236e-16
0.39515,260.62222,1.784987e-10,38.443985,1.0709922e-15
0.40205,84.781395,5.8066303e-11,26.439796,3.4839782e-16
0.69035,82.781395,5.6696514e-11,26.230234,3.4017909e-16
0.7735,256.36176,1.7558073e-10,38.233348,1.0534844e-15
0.8066,135.52109,9.2817635e-11,30.914356,5.5690581e-16
0.9829,118.88218,8.142174e-11,29.593534,4.8853044e-16
1.599,219.52133,1.5034893e-10,36.306425,9.0209359e-16
1.77485,126.78147,8.6831921e-11,30.234991,5.2099152e-16
2.0713,45.520916,3.1177021e-11,21.489596,1.8706212e-16
2.1486,57.201511,3.9176995e-11,23.189626,2.3506197e-16
2.1712,221.0421,1.513905e-10,36.390072,9.0834298e-16
2.21515,118.94118,8.1462152e-11,29.59843,4.8877291e-16
2.7411,785.5658,5.3802962e-10,55.533124,3.2281777e-15
2.93205,67.1008,4.5956962e-11,24.456848,2.7574177e-16
2.9771,109.04185,7.4682151e-11,28.753385,4.4809291e-16
