# SPCal Export 1.2.7
# Date,Mon Jul 15 18:28:00 2024
# File,C:\Users\p1196157\Documents\Guadalupe\SP-ICP-MS\Raw data\2024-05-28_Cu_AF_paint\2-11.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,6,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041521992,
# Mass fraction,0.8881,
# Molar mass,143.09,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Poisson (alpha=0.001)
#
# Detection results,Cu,
# Particle number,1057
# Number error,32.511536
# Number concentration,1.4409306e+09,#/L
# Mass concentration,0.14653017,μg/L
#
# Background,6.2279544,counts
#,11.073198,nm
# Background error,3.1002936,counts
# Ionic background,2.5820706,μg/L
#
# Mean,Cu,
#,148.47741,counts
#,1.0169135e-10,μg
#,29.897188,nm
#,6.1014809e-16,m³
# Median,Cu,
#,102.61058,counts
#,7.0277413e-11,μg
#,28.176603,nm
#,4.2166448e-16,m³
# Limits of detection,Cu,
#,17.451306,counts
#,1.1952302e-11,μg
#,15.611114,nm
#,7.1713813e-17,m³
#
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,
s,counts,μg,nm,m³
0.0143,89.610565,6.1373775e-11,26.932561,3.6824265e-16
0.07945,399.6734,2.7373408e-10,44.332919,1.6424045e-15
0.0899,131.61064,9.0139392e-11,30.614106,5.4083635e-16
0.12345,72.964462,4.9972952e-11,25.149443,2.9983771e-16
0.1953,107.61058,7.3701885e-11,28.627027,4.4221131e-16
0.29745,41.159191,2.81897e-11,20.780063,1.691382e-16
0.31285,157.15938,1.0763758e-10,32.479152,6.4582547e-16
0.3166,57.610508,3.9457115e-11,23.244764,2.3674269e-16
0.3858,128.41583,8.7951285e-11,30.364358,5.2770771e-16
0.4044,84.513153,5.7882586e-11,26.411882,3.4729551e-16
0.41045,103.15929,7.0653224e-11,28.226739,4.2391934e-16
0.4605,129.02626,8.8369364e-11,30.412395,5.3021618e-16
0.4666,90.123611,6.1725157e-11,26.983862,3.7035094e-16
0.4916,97.928841,6.7070915e-11,27.741384,4.0242549e-16
0.4984,91.318375,6.2543444e-11,27.10258,3.7526066e-16
0.5081,92.513168,6.3361752e-11,27.22027,3.8017051e-16
0.51015,32.256569,2.2092344e-11,19.158609,1.3255406e-16
0.5464,171.41592,1.1740181e-10,33.432971,7.0441085e-16
0.6045,143.12366,9.8024592e-11,31.481957,5.8814755e-16
0.6062,182.416,1.249357e-10,34.133348,7.4961419e-16
0.62235,156.575,1.0723734e-10,32.438845,6.4342404e-16
0.6734,104.51318,7.1580495e-11,28.349687,4.2948297e-16
