,HC,HC,HC,HC,HC,HC,FT,FT,FT,FT,FT,FT,UV-FT,UV-FT,UV-FT,UV-FT,UV-FT,UV-FT,CC,CC,CC,CC,CC,CC,UV-1,UV-1,UV-1,UV-2,UV-2,UV-2
"Antifouling paint coupon",79.030,75.560,71.000,71.400,78.280,87.890,91.830,87.850,86.150,88.220,89.130,86.310,76.950,90.140,91.470,92.020,104.230,110.140,87.270,80.280,84.580,89.210,84.100,79.720,119.130,124.280,126.230,102.040,109.550,101.750
