# SPCal Export 1.2.7
# Date,Mon Jul 15 18:28:02 2024
# File,C:\Users\p1196157\Documents\Guadalupe\SP-ICP-MS\Raw data\2024-05-28_Cu_AF_paint\6-11.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,6,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041521992,
# Mass fraction,0.8881,
# Molar mass,143.09,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Gaussian (alpha=2.867e-07)
#
# Detection results,Cu,
# Particle number,117
# Number error,10.816654
# Number concentration,1.5949752e+08,#/L
# Mass concentration,0.032915737,μg/L
#
# Background,16.801796,counts
#,15.414987,nm
# Background error,5.1917129,counts
# Ionic background,6.9659187,μg/L
#
# Mean,Cu,
#,301.31866,counts
#,2.0637146e-10,μg
#,36.974492,nm
#,1.2382288e-15,m³
# Median,Cu,
#,189.02052,counts
#,1.294591e-10,μg
#,34.540416,nm
#,7.7675459e-16,m³
# Limits of detection,Cu,
#,30.468127,counts
#,2.086745e-11,μg
#,18.797777,nm
#,1.252047e-16,m³
#
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,
s,counts,μg,nm,m³
0.47505,335.69836,2.2991793e-10,41.828696,1.3795076e-15
0.60295,774.19427,5.3024133e-10,55.263862,3.181448e-15
1.7298,709.35541,4.8583355e-10,53.675885,2.9150013e-15
2.0658,306.27585,2.0976662e-10,40.569112,1.2585997e-15
2.3331,161.55042,1.1064498e-10,32.778867,6.6386985e-16
2.49595,113.89279,7.8004536e-11,29.173598,4.6802722e-16
3.03605,66.89267,4.5814415e-11,24.431535,2.7488649e-16
3.5616,179.78546,1.2313406e-10,33.968479,7.3880434e-16
4.3968,204.78552,1.4025646e-10,35.475158,8.4153875e-16
4.40575,239.65813,1.6414051e-10,37.384247,9.8484306e-16
4.59885,156.40289,1.0711947e-10,32.426956,6.427168e-16
4.6159,225.78554,1.5463925e-10,36.648535,9.2783551e-16
4.78495,298.14856,2.0420028e-10,40.207045,1.2252017e-15
4.95565,218.44305,1.4961043e-10,36.246883,8.9766256e-16
5.16835,263.91324,1.807527e-10,38.605126,1.0845162e-15
5.4085,129.02032,8.8365299e-11,30.411928,5.3019179e-16
5.52065,88.637711,6.0707472e-11,26.834742,3.6424483e-16
5.56835,155.89291,1.0677018e-10,32.391673,6.4062111e-16
5.8161,187.53047,1.2843857e-10,34.449416,7.7063143e-16
5.9076,267.06067,1.8290836e-10,38.757988,1.0974502e-15
6.25635,2961.1968,2.0281071e-09,86.426516,1.2168643e-14
6.6408,181.78543,1.2450382e-10,34.093973,7.4702295e-16
6.88525,831.30963,5.6935932e-10,56.590759,3.4161559e-15
6.9205,239.78561,1.6422783e-10,37.390875,9.8536695e-16
7.0783,116.02029,7.9461651e-11,29.354132,4.767699e-16
7.23425,128.89281,8.8277963e-11,30.401906,5.2966778e-16
7.5352,2256.3232,1.5453432e-09,78.939012,9.272059e-15
