# SPCal Export 1.2.7
# Date,Mon Jul 15 18:28:03 2024
# File,C:\Users\p1196157\Documents\Guadalupe\SP-ICP-MS\Raw data\2024-05-28_Cu_AF_paint\6-12_2.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,6,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041521992,
# Mass fraction,0.8881,
# Molar mass,143.09,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Gaussian (alpha=2.867e-07)
#
# Detection results,Cu,
# Particle number,147
# Number error,12.124356
# Number concentration,2.0039432e+08,#/L
# Mass concentration,0.027164998,μg/L
#
# Background,18.943056,counts
#,16.043826,nm
# Background error,5.179749,counts
# Ionic background,7.8536717,μg/L
#
# Mean,Cu,
#,197.925,counts
#,1.3555772e-10,μg
#,33.562094,nm
#,8.1334635e-16,m³
# Median,Cu,
#,149.98618,counts
#,1.0272469e-10,μg
#,31.97729,nm
#,6.1634816e-16,m³
# Limits of detection,Cu,
#,27.266344,counts
#,1.8674566e-11,μg
#,18.1148,nm
#,1.120474e-16,m³
#
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,
s,counts,μg,nm,m³
0.3953,1015.2518,6.953403e-10,60.48985,4.1720418e-15
2.8217,278.98383,1.9107446e-10,39.326406,1.1464468e-15
3.1691,350.99005,2.4039112e-10,42.454414,1.4423467e-15
3.25475,119.98756,8.2178806e-11,29.684973,4.9307284e-16
3.45865,119.98755,8.2178801e-11,29.684972,4.9307281e-16
3.55335,227.99081,1.5614963e-10,36.767466,9.368978e-16
3.9264,73.991684,5.067649e-11,25.266915,3.0405894e-16
4.85655,218.97363,1.4997382e-10,36.276206,8.998429e-16
5.086,382.9874,2.6230593e-10,43.707176,1.5738356e-15
5.82115,59.993061,4.1088912e-11,23.560884,2.4653347e-16
6.0583,129.989,8.9028738e-11,30.487849,5.3417243e-16
6.19935,119.99039,8.218075e-11,29.685207,4.930845e-16
6.6507,111.98611,7.6698663e-11,29.009883,4.6019198e-16
7.3089,179.98346,1.2326966e-10,33.980945,7.3961799e-16
7.93165,315.99124,2.1642063e-10,40.993619,1.2985238e-15
8.2195,163.98909,1.1231521e-10,32.942981,6.7389126e-16
8.4673,107.98608,7.395906e-11,28.660285,4.4375436e-16
8.58935,109.99035,7.5331775e-11,28.836515,4.5199065e-16
8.98465,278.98535,1.9107551e-10,39.326478,1.146453e-15
9.39245,146.99049,1.0067297e-10,31.762962,6.040378e-16
9.7037,126.98897,8.6974034e-11,30.251477,5.218442e-16
9.7976,118.98612,8.1492929e-11,29.602157,4.8895758e-16
10.21595,117.98753,8.0809002e-11,29.519112,4.8485401e-16
10.25705,171.98485,1.1779146e-10,33.469918,7.0674876e-16
10.69745,392.98306,2.691519e-10,44.084156,1.6149114e-15
11.6828,233.98074,1.602521e-10,37.08668,9.6151261e-16
11.84305,134.98759,9.2452248e-11,30.873737,5.5471349e-16
12.6072,123.98895,8.491934e-11,30.011353,5.0951604e-16
12.92985,104.99031,7.1907277e-11,28.392763,4.3144366e-16
13.13825,494.98087,3.3900963e-10,47.608817,2.0340578e-15
14.1312,131.989,9.0398527e-11,30.643415,5.4239116e-16
14.32865,158.98196,1.0888586e-10,32.604224,6.5331515e-16
14.4847,94.99173,6.5059304e-11,27.461221,3.9035583e-16
14.69655,310.98538,2.1299215e-10,40.775996,1.2779529e-15
14.8701,105.98891,7.2591215e-11,28.482497,4.3554729e-16
14.93535,147.99048,1.0135785e-10,31.834828,6.0814711e-16
15.2185,155.98337,1.0683214e-10,32.397936,6.4099282e-16
15.2681,290.98383,1.9929319e-10,39.882361,1.1957592e-15
15.49315,137.97908,9.45011e-11,31.100139,5.670066e-16
16.4666,154.98904,1.0615113e-10,32.328949,6.3690678e-16
16.6728,119.98897,8.2179773e-11,29.685089,4.9307864e-16
16.9737,464.98196,3.1846355e-10,46.626908,1.9107813e-15
17.0617,139.98901,9.5877692e-11,31.250423,5.7526615e-16
17.0829,487.99414,3.3422446e-10,47.383753,2.0053467e-15
17.3262,103.98891,7.1221421e-11,28.302204,4.2732852e-16
17.87465,158.98767,1.0888977e-10,32.604614,6.533386e-16
18.349,172.98059,1.1847344e-10,33.534387,7.1084063e-16
18.6144,901.28314,6.1728378e-10,58.13598,3.7037027e-15
19.0909,202.9892,1.3902617e-10,35.371126,8.3415699e-16
19.6879,89.991722,6.1634827e-11,26.970693,3.6980896e-16
20.5294,188.98631,1.2943567e-10,34.538333,7.7661401e-16
21.0153,318.98706,2.1847245e-10,41.122762,1.3108347e-15
21.3105,143.989,9.861726e-11,31.545278,5.9170356e-16
22.52165,656.98828,4.499676e-10,52.321131,2.6998056e-15
22.69935,169.98772,1.1642364e-10,33.339859,6.9854182e-16
22.71805,102.9875,7.0535565e-11,28.211061,4.2321339e-16
