HC,HC,HC,FT,FT,FT,UV-FT,UV-FT,UV-FT,CC,CC,CC,UV,UV,UV
13.4355703,3.49542873,2.71369265,56.02461125,96.4831588,52.5449927,0.0000000,0.00000000,0.00000000,1.68492924,7.24852885,1.87161386,25.5959168,11.1039066,6.76937174
