X value [cm⁻¹],IR Spectrum 1/OPTIR (mV) [],IR Spectrum 2/OPTIR (mV) [],IR Spectrum 10/OPTIR (mV) [],IR Spectrum 13/OPTIR (mV) [],IR Spectrum 14/OPTIR (mV) [],IR Spectrum 20/OPTIR (mV) [],IR Spectrum 19/OPTIR (mV) [],IR Spectrum 21/OPTIR (mV) [],IR Spectrum 22/OPTIR (mV) []
940,-12.7331237792969,20.3937759399414,44.9785766601563,-14.8315744400024,0.971932768821716,3.89217185974121,-15.8643026351929,18.7995834350586,-5.65685892105103
942,6.60342407226563,1.21255457401276,39.3549423217773,-7.84067487716675,17.1377220153809,28.8464851379395,4.92609024047852,33.1694717407227,31.7859230041504
944,0.148401647806168,18.1030616760254,18.7144050598145,-13.7232627868652,29.5747375488281,41.4879684448242,36.7082366943359,52.1052055358887,22.0994682312012
946,1.87085247039795,13.121865272522,43.5297012329102,-6.18500232696533,24.8646984100342,20.219799041748,43.5024032592773,68.0200881958008,12.1460599899292
948,-3.21031856536865,10.6067838668823,39.6752853393555,3.33201956748962,15.2953948974609,1.54647600650787,16.1416893005371,75.0436172485352,-0.855640411376953
950,1.06271767616272,29.1168575286865,21.799352645874,7.99039793014526,12.0563097000122,36.2796363830566,49.9093589782715,93.9382858276367,-3.90483903884888
952,0.725596249103546,38.6983413696289,21.0260887145996,4.78090381622314,11.6320505142212,31.7937393188477,60.4551124572754,86.1476974487305,14.213472366333
954,-0.711048603057861,40.7429542541504,32.4113273620605,-5.7901782989502,19.5257892608643,44.2273635864258,35.3563652038574,67.1699600219727,12.8071517944336
956,7.50882387161255,43.7018852233887,18.614595413208,-3.28371524810791,13.5775384902954,14.0761518478394,57.0736083984375,73.8719787597656,21.8828449249268
958,3.39837098121643,36.6788940429688,17.6439113616943,-9.02379035949707,12.4431858062744,18.2376327514648,51.6195068359375,82.4770584106445,7.24607229232788
960,-0.195603847503662,35.5506820678711,16.0733489990234,-1.97783946990967,11.9102334976196,7.27561473846436,56.4063606262207,96.1442031860352,8.4627513885498
962,4.03875541687012,27.5571765899658,24.5132865905762,2.52486252784729,20.3944911956787,-5.0146746635437,67.8837051391602,100.958129882813,17.9098434448242
964,3.86178660392761,33.9088172912598,24.6259498596191,4.71478891372681,25.0319900512695,3.04904937744141,76.1842956542969,93.1698532104492,17.310209274292
966,10.4627561569214,31.3300018310547,13.8442792892456,10.4435567855835,24.3942584991455,23.1838035583496,100.303970336914,100.628837585449,19.358642578125
968,6.63918733596802,32.9362182617188,21.6665897369385,4.39510679244995,21.5677261352539,19.3836479187012,87.8670349121094,96.7128524780273,21.9272766113281
970,14.9197158813477,43.5202445983887,19.5440273284912,11.4440803527832,24.5772132873535,15.037130355835,82.557373046875,109.220260620117,27.5107555389404
972,18.1771831512451,43.0677757263184,29.9793090820313,16.0962314605713,26.9059581756592,36.8343467712402,88.5970916748047,109.749931335449,32.2059860229492
974,17.8076629638672,36.9822616577148,26.4510021209717,13.7710866928101,25.6742973327637,32.3494682312012,86.0499114990234,100.422073364258,31.5161552429199
976,16.9227867126465,41.0530548095703,22.358154296875,12.8948268890381,28.5531539916992,14.6218528747559,91.8997344970703,101.983978271484,30.9955596923828
978,12.9838552474976,40.8980712890625,20.9166488647461,19.2314167022705,28.4672966003418,6.23599243164063,98.9295654296875,116.321319580078,26.3104515075684
980,17.0071907043457,39.5117378234863,22.5687217712402,22.6186389923096,25.9157066345215,3.01475834846497,103.292404174805,127.701179504395,23.8792457580566
982,20.6308441162109,38.9750175476074,21.3608417510986,26.8644065856934,28.2398376464844,18.5112743377686,106.088935852051,131.381149291992,24.5339202880859
984,23.2746925354004,38.1796073913574,20.2504405975342,34.2616386413574,27.1782875061035,39.0070266723633,106.082389831543,139.275772094727,23.4877109527588
986,24.100757598877,39.0655555725098,23.6787509918213,38.7201042175293,28.0787487030029,60.4147148132324,104.75464630127,155.625930786133,25.2437229156494
988,25.194019317627,38.974781036377,24.0968475341797,43.0505714416504,27.3052501678467,68.7664794921875,108.794761657715,162.720413208008,27.3126430511475
990,22.7381267547607,40.8573989868164,25.1893424987793,46.6183853149414,31.8498859405518,78.0596389770508,106.505584716797,173.006484985352,28.2910804748535
992,25.3232307434082,42.8501930236816,24.7785873413086,48.9979057312012,29.7771015167236,99.474609375,116.344009399414,185.44221496582,24.7756175994873
994,26.9182434082031,42.9325866699219,23.8797149658203,53.1548538208008,29.2150573730469,114.279029846191,125.323097229004,198.035598754883,24.4670963287354
996,30.3311405181885,46.4962387084961,27.4008693695068,57.7514762878418,32.9510116577148,113.341400146484,134.238754272461,216.609588623047,22.5416946411133
998,31.3672027587891,49.8647270202637,29.5786266326904,62.8162498474121,37.2626838684082,86.4346694946289,150.691375732422,233.622085571289,22.4964656829834
1000,35.0178451538086,51.9005432128906,28.1061172485352,66.1647262573242,39.2396430969238,59.7829971313477,148.870300292969,249.779922485352,22.9670524597168
1002,38.4771919250488,52.7487487792969,33.6379165649414,73.0395431518555,38.6826248168945,51.5910339355469,137.615127563477,259.454925537109,27.8886260986328
1004,41.2477340698242,53.8859062194824,36.8622512817383,73.2716827392578,36.1523704528809,67.0895004272461,129.063171386719,276.871185302734,30.211763381958
1006,40.3853607177734,54.2140426635742,42.7445678710938,76.5852813720703,42.064151763916,83.2588806152344,126.882507324219,306.032287597656,32.6189498901367
1008,42.2531242370605,53.1775398254395,47.1567649841309,78.9953536987305,44.941764831543,93.0636596679688,129.418960571289,334.333862304688,32.8628997802734
1010,45.9083023071289,50.2092933654785,52.7036247253418,77.878791809082,47.4321823120117,102.596366882324,129.769760131836,363.342407226563,33.6714096069336
1012,47.4454307556152,53.6154289245605,52.2574195861816,79.1446838378906,48.9744567871094,104.292900085449,128.445602416992,395.562408447266,37.3060989379883
1014,45.6340560913086,57.3651313781738,51.016544342041,82.1771621704102,48.839412689209,106.495399475098,134.831588745117,429.084686279297,40.4202613830566
1016,52.0596466064453,57.1023750305176,51.0195999145508,84.5411911010742,48.672794342041,103.469444274902,138.957122802734,459.860015869141,36.906982421875
1018,59.4077186584473,61.4555206298828,51.1258850097656,85.4160232543945,51.6849327087402,108.235122680664,147.683166503906,489.395233154297,34.0844039916992
1020,66.0718460083008,64.5492935180664,49.1546020507813,82.4264678955078,53.798511505127,112.143707275391,157.673583984375,517.830810546875,30.2831573486328
1022,74.6717987060547,63.4864692687988,47.172176361084,79.817512512207,56.4135475158691,109.694267272949,167.614761352539,538.742065429688,33.9363441467285
1024,79.5896377563477,65.626350402832,52.6905288696289,76.8591690063477,59.4403114318848,112.013702392578,178.39274597168,565.19970703125,35.525806427002
1026,85.3578186035156,72.8764419555664,52.4893989562988,75.7033157348633,55.4881210327148,117.935371398926,185.401885986328,582.950927734375,35.1124305725098
1028,92.8749465942383,75.8730545043945,52.7603530883789,78.2608871459961,56.2622604370117,121.938659667969,196.242858886719,605.018615722656,31.4197483062744
1030,96.187141418457,76.5178756713867,58.200138092041,76.864013671875,56.8729400634766,123.551605224609,203.170227050781,622.998718261719,32.7171897888184
1032,97.6867218017578,76.037956237793,63.6594543457031,74.6386337280273,54.9874420166016,131.52294921875,209.637542724609,633.573364257813,34.2663764953613
1034,100.474334716797,78.7857894897461,71.7439804077148,71.665641784668,55.5158615112305,143.583465576172,213.709487915039,652.791625976563,36.0770606994629
1036,104.272758483887,82.2674331665039,76.5208129882813,62.8241577148438,58.6716651916504,144.566711425781,221.589065551758,675.220581054688,36.972354888916
1038,106.568244934082,80.6326522827148,83.5652847290039,57.8788795471191,57.8653373718262,143.834930419922,230.34521484375,692.63916015625,40.6031150817871
1040,101.434997558594,76.2952728271484,84.133659362793,53.5818176269531,57.5277366638184,144.613327026367,237.702423095703,686.313110351563,40.4975967407227
1042,98.6753387451172,81.2350006103516,88.47119140625,50.5092391967773,56.5345573425293,140.218963623047,238.94384765625,684.346435546875,42.6125526428223
1044,94.3206634521484,84.1847991943359,92.9428558349609,45.8016510009766,58.424674987793,130.688293457031,239.10791015625,672.908142089844,45.7233810424805
1046,87.252197265625,84.267822265625,90.8407897949219,44.012336730957,57.5952339172363,128.633148193359,243.851715087891,657.991943359375,45.0065536499023
1048,84.1573104858398,86.1923522949219,88.0988235473633,42.2266006469727,53.546817779541,124.977561950684,243.362106323242,629.871398925781,44.3864898681641
1050,81.3597869873047,86.7320098876953,88.1799011230469,37.5332145690918,51.4643287658691,121.403465270996,252.666229248047,607.189575195313,45.4769630432129
1052,76.8862838745117,87.2239837646484,87.0281066894531,35.6190338134766,54.3817329406738,112.382347106934,260.072479248047,588.494750976563,44.5547256469727
1054,69.8987579345703,82.4580612182617,83.6007537841797,34.3994255065918,53.8136444091797,99.3790740966797,271.628082275391,570.955932617188,40.7198257446289
1056,66.2390289306641,79.7149658203125,77.8057174682617,33.6765327453613,50.8174514770508,96.7837829589844,273.173889160156,557.257202148438,37.0367469787598
1058,66.9840850830078,82.2946395874023,77.0547332763672,33.5613479614258,45.2191696166992,88.0169982910156,269.739593505859,556.719787597656,37.2973251342773
1060,62.7287826538086,86.2847213745117,73.782844543457,33.1050338745117,42.4212265014648,80.2164154052734,267.350891113281,548.823120117188,37.0858306884766
1062,60.4934005737305,84.6291809082031,69.2397003173828,34.1455001831055,41.3568420410156,88.386474609375,270.094665527344,551.283081054688,38.5055160522461
1064,61.6165885925293,83.2029113769531,67.5870819091797,31.7691326141357,39.582706451416,92.1801528930664,270.082824707031,553.000610351563,41.8542442321777
1066,61.4532127380371,87.1131820678711,69.846809387207,30.6594066619873,38.661018371582,100.720161437988,281.683471679688,559.029663085938,43.9268836975098
1068,64.8453979492188,92.2819671630859,73.3011703491211,30.225643157959,38.228759765625,106.130393981934,294.566650390625,567.443054199219,43.1097717285156
