X value [cm⁻¹],IR Spectrum 1/OPTIR (mV) [],IR Spectrum 2/OPTIR (mV) [],IR Spectrum 3/OPTIR (mV) [],IR Spectrum 4/OPTIR (mV) [],IR Spectrum 5/OPTIR (mV) [],IR Spectrum 6/OPTIR (mV) [],IR Spectrum 7/OPTIR (mV) [],IR Spectrum 8/OPTIR (mV) [],IR Spectrum 9/OPTIR (mV) []
940,18.7667789459229,-11.7927389144897,7.94824123382568,11.8280258178711,23.026439666748,5.93332290649414,-1.56641554832458,29.6162300109863,25.7127799987793
942,-10.3391628265381,-8.36734485626221,12.7142419815063,7.73465394973755,18.0870933532715,46.9697113037109,0.3884437084198,13.727518081665,50.0300064086914
944,5.79619026184082,-1.06533873081207,4.32386779785156,24.1048107147217,6.54442930221558,43.6050605773926,-0.328453540802002,13.1832218170166,52.5927505493164
946,14.2115879058838,-7.31902408599854,4.63386154174805,8.85212516784668,-1.24665093421936,62.5990524291992,6.56703090667725,52.8814506530762,49.216064453125
948,18.5110359191895,-0.546833992004395,4.00278043746948,-8.52689552307129,27.6343746185303,64.8195953369141,14.9066410064697,63.2213172912598,64.2139358520508
950,11.5140151977539,-1.0989738702774,9.4559211730957,-12.0691165924072,33.4492568969727,60.5715026855469,23.3380699157715,48.8116722106934,50.8870849609375
952,25.6434707641602,6.87279796600342,6.60379886627197,-8.1289234161377,36.7618675231934,51.0480003356934,12.7886056900024,34.4769477844238,51.5489807128906
954,26.0068206787109,6.8235330581665,-0.0372348055243492,5.27033662796021,48.1704254150391,56.7122993469238,6.18120861053467,33.5050926208496,49.6363830566406
956,24.1357879638672,8.82527732849121,4.30040550231934,3.06614565849304,51.190071105957,47.5029106140137,11.3527059555054,45.8592071533203,46.6663208007813
958,11.5397024154663,14.858247756958,11.0903701782227,-1.77939248085022,46.2674255371094,58.9852447509766,16.6070041656494,31.3526153564453,59.8750495910645
960,16.2437419891357,24.9629669189453,11.9424524307251,1.16224110126495,43.3863639831543,66.177116394043,15.8544254302979,29.6542720794678,67.436408996582
962,21.3004894256592,36.7930183410645,11.259747505188,2.08556580543518,42.8590316772461,69.412109375,18.2044734954834,36.9318809509277,77.5156173706055
964,23.919225692749,46.789608001709,17.9070587158203,-2.77320003509521,46.5077362060547,74.330078125,22.4637603759766,40.2962379455566,89.8821640014648
966,30.2146759033203,48.5180587768555,16.1855735778809,-3.19009494781494,52.0190391540527,68.124626159668,18.9334526062012,31.8729629516602,100.602165222168
968,31.9014587402344,57.771427154541,16.1112766265869,-0.740209579467773,52.5470771789551,66.3615646362305,21.6060619354248,24.3958320617676,103.422142028809
970,32.4478302001953,70.4541625976563,14.9854068756104,1.12275099754333,63.092342376709,59.0938949584961,24.9994316101074,21.3235473632813,106.160804748535
972,31.2066307067871,89.7027587890625,20.0858097076416,-3.60633325576782,66.192741394043,60.4602851867676,30.7168216705322,22.1132850646973,111.429779052734
974,25.8802928924561,95.7072067260742,19.2817859649658,1.38614046573639,67.0199279785156,68.8003005981445,34.1351852416992,19.912073135376,110.201171875
976,27.2203922271729,93.3942031860352,18.7675285339355,4.8833327293396,69.0320129394531,70.3602600097656,33.267162322998,18.7529411315918,112.798515319824
978,26.1487693786621,92.4259033203125,23.7454929351807,6.54417276382446,73.0980224609375,70.1722717285156,35.2749862670898,17.0667114257813,116.020645141602
980,24.2643451690674,89.0712585449219,23.7540550231934,11.1961889266968,75.5879287719727,68.2268676757813,36.6332206726074,13.9722709655762,124.965446472168
982,26.7371006011963,87.6552963256836,24.337818145752,14.921275138855,77.6273193359375,66.0616607666016,34.5880393981934,10.2047748565674,127.078842163086
984,28.5702972412109,83.1317672729492,23.8880672454834,17.8879222869873,78.2530670166016,61.8763618469238,33.5505142211914,1.66696429252625,122.354835510254
986,33.5948715209961,80.6408615112305,25.2266864776611,15.1797513961792,77.4326248168945,59.4755706787109,34.4310646057129,1.31516218185425,121.845054626465
988,31.9332408905029,80.6200637817383,29.4865169525146,18.9585304260254,81.196159362793,57.9489669799805,37.0211639404297,3.58465981483459,125.292724609375
990,31.5796909332275,76.2909088134766,30.4069156646729,21.8811664581299,85.3862915039063,56.8594627380371,45.1879692077637,4.50977325439453,125.954925537109
992,32.927734375,70.0848159790039,30.872106552124,20.3157730102539,88.5859603881836,56.0302658081055,53.0595207214355,0.405477464199066,126.148124694824
994,36.4304733276367,65.1109619140625,28.977331161499,22.8468589782715,87.9294891357422,50.7798194885254,54.5958518981934,8.05562591552734,131.019226074219
996,41.8515815734863,58.2761688232422,29.4994316101074,26.2037868499756,90.6192321777344,46.0916900634766,57.6985321044922,13.5574398040771,132.559265136719
998,46.9745330810547,54.5566711425781,30.3908710479736,27.6445045471191,95.0842742919922,43.3067474365234,62.3712844848633,18.2643814086914,129.249923706055
1000,50.9016914367676,49.0196266174316,31.3579978942871,30.0638294219971,98.5254440307617,39.3326225280762,67.0090789794922,26.6611976623535,131.524200439453
1002,55.4203834533691,45.1092109680176,33.4536819458008,33.718864440918,104.150291442871,40.1362457275391,70.0434265136719,33.345344543457,128.918411254883
1004,57.7133903503418,42.6137542724609,34.1712455749512,37.3972702026367,109.858543395996,33.8833961486816,77.035774230957,40.6320114135742,131.096054077148
1006,62.8522987365723,40.9066200256348,34.1371459960938,41.6616020202637,114.237037658691,26.8759937286377,82.8385391235352,48.3104286193848,132.930191040039
1008,73.8025283813477,42.2742462158203,34.926212310791,43.8439598083496,122.33487701416,24.9389400482178,89.0700988769531,55.862117767334,135.342056274414
1010,85.5574722290039,42.5690269470215,36.5385131835938,46.3033065795898,131.411544799805,18.1415710449219,93.3950119018555,65.228645324707,132.88102722168
1012,96.2128448486328,47.0047073364258,36.9370460510254,50.1144104003906,138.881362915039,19.6595630645752,100.362495422363,73.3684921264648,130.330184936523
1014,104.689674377441,49.8146209716797,36.7832870483398,53.0588531494141,149.914108276367,23.666015625,106.753105163574,83.3738403320313,137.080780029297
1016,109.857078552246,55.3271369934082,37.0052490234375,56.626033782959,159.675811767578,28.343090057373,113.01611328125,96.0224227905273,141.795959472656
1018,117.313385009766,63.5115852355957,35.8032836914063,58.5738716125488,166.628860473633,35.2185211181641,121.05534362793,102.386665344238,147.330123901367
1020,125.24772644043,66.899299621582,35.0333824157715,60.1511764526367,175.736206054688,38.1609344482422,122.100685119629,108.768272399902,155.159149169922
