X value [cm⁻¹],IR Spectrum 1/OPTIR (mV) [],IR Spectrum 2/OPTIR (mV) [],IR Spectrum 3/OPTIR (mV) [],IR Spectrum 4/OPTIR (mV) [],IR Spectrum 5/OPTIR (mV) [],IR Spectrum 6/OPTIR (mV) [],IR Spectrum 7/OPTIR (mV) [],IR Spectrum 8/OPTIR (mV) [],IR Spectrum 9/OPTIR (mV) []
940,631.908508300781,221.085952758789,-96.5382995605469,94.3684539794922,-304.161773681641,-39.1034851074219,331.029449462891,-18.9429092407227,967.674499511719
942,337.171936035156,-33.6636161804199,-106.974456787109,-116.969673156738,169.365768432617,-22.5381660461426,53.755973815918,446.316345214844,1170.349609375
944,259.341461181641,86.4930572509766,157.751525878906,-146.955322265625,192.283798217773,-131.189590454102,439.295104980469,534.671081542969,1486.91979980469
946,299.822723388672,-128.860641479492,36.1617012023926,-126.05298614502,274.709625244141,-267.598022460938,301.217864990234,179.795516967773,1834.29663085938
948,389.327026367188,-20.4460582733154,123.573822021484,-159.167358398438,417.603698730469,-227.8212890625,190.827758789063,161.847930908203,1841.57934570313
950,617.701416015625,84.5073623657227,-29.5621337890625,-154.699447631836,480.575836181641,-246.990234375,255.203384399414,143.280487060547,2029.55236816406
952,998.5361328125,140.140014648438,-22.6953029632568,-53.4074974060059,479.017395019531,-148.827056884766,111.74471282959,32.5859031677246,1843.77014160156
954,876.769775390625,-49.2521171569824,-103.296485900879,-95.2366714477539,410.390167236328,-122.753059387207,87.5762634277344,-25.4645347595215,1721.36682128906
956,675.005493164063,-13.6409912109375,-43.2336616516113,-33.5085182189941,450.727081298828,-19.6613006591797,148.034744262695,-11.7303485870361,1797.48876953125
958,657.128845214844,130.800415039063,-45.7793769836426,55.2922859191895,411.090148925781,4.97430896759033,293.888244628906,-223.255905151367,1780.599609375
960,760.055358886719,132.033020019531,-24.7000102996826,-39.5749092102051,506.711486816406,-18.6784896850586,252.280120849609,-14.1658344268799,1967.77612304688
962,768.179382324219,173.718994140625,9.35864353179932,2.01771092414856,676.897216796875,28.771448135376,253.483688354492,145.214782714844,2135.65258789063
964,642.845031738281,179.763458251953,-10.3758268356323,66.8150863647461,579.71923828125,-46.8772201538086,155.208801269531,120.681312561035,2135.45922851563
966,638.820678710938,255.438705444336,79.4609909057617,164.214645385742,486.63525390625,4.33941793441772,306.642028808594,286.932830810547,2273.8232421875
968,686.980285644531,291.071807861328,89.4030075073242,76.8523101806641,579.719177246094,-18.9833736419678,371.676239013672,245.278778076172,2556.13232421875
970,775.240295410156,265.555541992188,157.362487792969,-21.6195011138916,754.916931152344,68.8193206787109,368.957275390625,275.323181152344,2734.64819335938
972,776.593872070313,211.42448425293,172.825866699219,-25.3422737121582,786.703674316406,111.97371673584,368.946472167969,377.409545898438,2921.61059570313
974,724.068054199219,257.580627441406,189.258239746094,30.944709777832,768.612548828125,232.631118774414,372.179321289063,378.827026367188,3033.70434570313
976,636.541442871094,294.015502929688,159.116836547852,124.920211791992,763.849609375,219.399078369141,378.890838623047,367.771789550781,3127.75634765625
978,626.627990722656,283.810607910156,134.330169677734,83.647590637207,743.929992675781,155.826065063477,429.803955078125,395.685516357422,3338.84326171875
980,620.877319335938,327.034942626953,150.975692749023,164.298950195313,755.239929199219,199.373596191406,418.950073242188,410.874633789063,3546.96337890625
982,575.974304199219,358.539001464844,146.591079711914,117.297012329102,758.369384765625,155.245056152344,486.855163574219,328.3193359375,3661.08666992188
984,511.16748046875,383.789886474609,172.283508300781,96.3097229003906,771.777954101563,213.173583984375,447.829559326172,349.199462890625,3825.2421875
986,438.622406005859,354.320770263672,234.50341796875,136.120452880859,767.3251953125,204.026748657227,400.192962646484,410.012786865234,4002.49096679688
988,417.842010498047,359.280578613281,300.534942626953,191.829833984375,757.030029296875,202.576110839844,412.610107421875,314.16943359375,4211.9130859375
