X value [cm⁻¹],IR Spectrum 1/OPTIR (mV) [],IR Spectrum 2/OPTIR (mV) [],IR Spectrum 3/OPTIR (mV) [],IR Spectrum 4/OPTIR (mV) [],IR Spectrum 5/OPTIR (mV) [],IR Spectrum 7/OPTIR (mV) [],IR Spectrum 8/OPTIR (mV) [],IR Spectrum 9/OPTIR (mV) [],IR Spectrum 10/OPTIR (mV) []
940,-64.2158966064453,-134.650054931641,-104.241386413574,-4.5372314453125,-14.4050741195679,292.52392578125,-63.9389686584473,-242.855346679688,158.268905639648
942,-11.5703477859497,-151.703414916992,-70.0579986572266,179.561569213867,431.528381347656,-62.6325225830078,167.185989379883,-233.143524169922,-75.5030975341797
944,341.642181396484,178.621063232422,-129.765182495117,-151.649780273438,435.506225585938,206.210510253906,73.1694641113281,-98.7831726074219,-46.068286895752
946,351.200256347656,158.869583129883,-133.756820678711,-319.312133789063,528.979858398438,297.528411865234,46.5459518432617,-129.644165039063,-53.8574371337891
948,223.072082519531,150.429702758789,-45.5073776245117,-102.754852294922,411.930603027344,249.247283935547,138.171630859375,-18.4518642425537,0.998236060142517
950,-16.1219310760498,162.097106933594,-93.0384292602539,-204.231521606445,434.6181640625,48.8270530700684,46.2278289794922,26.6250782012939,144.363021850586
952,-29.573429107666,108.930137634277,-61.6243324279785,-287.920379638672,619.19384765625,301.199462890625,-9.26682472229004,-19.5680866241455,203.463256835938
954,125.396392822266,122.520553588867,-22.1945552825928,-37.2430839538574,768.587585449219,279.236877441406,-3.65619659423828,-17.6445598602295,198.992965698242
956,92.5234756469727,260.670623779297,-40.032398223877,38.1147613525391,892.974426269531,223.85237121582,97.2438278198242,-76.5181732177734,86.007209777832
958,5.69767332077026,283.595428466797,-49.0681686401367,105.561416625977,924.288391113281,220.459396362305,76.6181793212891,-70.3859481811523,122.202911376953
960,152.392776489258,187.07194519043,-55.3066558837891,107.820877075195,894.6748046875,228.290130615234,92.1582489013672,-8.48331165313721,123.944030761719
962,230.843078613281,256.171508789063,-24.1098251342773,140.650299072266,924.685363769531,307.231231689453,64.1313705444336,-0.909358203411102,127.785949707031
964,220.293258666992,311.542602539063,-32.7623023986816,111.062232971191,944.452880859375,318.283782958984,113.834648132324,5.14196872711182,153.706832885742
966,278.521179199219,340.428344726563,-26.8832588195801,79.7054138183594,1043.47058105469,428.054260253906,126.758262634277,22.0428504943848,162.177459716797
968,142.29362487793,346.855377197266,-33.7766036987305,146.780410766602,1098.06518554688,440.092315673828,181.502349853516,-11.6159601211548,154.453491210938
970,254.452362060547,401.402221679688,-40.7664222717285,98.4734344482422,1258.51245117188,420.179016113281,154.998565673828,6.71644401550293,211.210311889648
972,276.351257324219,355.884094238281,35.326602935791,249.614196777344,1353.54455566406,415.597412109375,93.147102355957,56.8798713684082,236.066818237305
974,317.914093017578,371.197448730469,39.6306190490723,386.576507568359,1315.60339355469,396.914215087891,124.045837402344,47.1560668945313,260.127410888672
976,262.331634521484,376.390747070313,38.3442306518555,324.477905273438,1306.48229980469,490.107543945313,189.898773193359,36.9332466125488,302.093780517578
978,222.278839111328,421.678649902344,46.5542793273926,216.277709960938,1425.47705078125,563.634521484375,222.909225463867,22.7078628540039,323.957977294922
980,270.451263427734,455.992462158203,107.484146118164,245.482788085938,1480.79333496094,578.735961914063,199.808212280273,54.9537582397461,299.340393066406
982,267.516937255859,470.417175292969,129.852310180664,254.40641784668,1511.30322265625,592.693237304688,189.011367797852,45.7196769714355,304.112579345703
984,246.205093383789,485.381958007813,136.266403198242,342.218139648438,1521.63806152344,572.827270507813,212.138641357422,59.6125946044922,312.158355712891
986,245.606155395508,507.128509521484,115.908905029297,260.971282958984,1529.25830078125,578.587951660156,210.672576904297,46.815845489502,339.648956298828
988,251.078796386719,512.780334472656,92.4641342163086,208.869354248047,1515.40686035156,620.724243164063,202.422500610352,52.6845474243164,381.237396240234
990,245.745513916016,526.305603027344,99.2116470336914,311.057861328125,1541.81726074219,671.530212402344,225.733703613281,52.7233009338379,416.031158447266
992,243.79020690918,574.396728515625,116.741859436035,253.098693847656,1628.01977539063,680.406188964844,242.25114440918,59.6134986877441,385.860107421875
