X value [cm⁻¹],IR Spectrum 1/OPTIR (mV) [],IR Spectrum 2/OPTIR (mV) [],IR Spectrum 3/OPTIR (mV) [],IR Spectrum 4/OPTIR (mV) [],IR Spectrum 5/OPTIR (mV) [],IR Spectrum 7/OPTIR (mV) [],IR Spectrum 8/OPTIR (mV) [],IR Spectrum 9/OPTIR (mV) [],IR Spectrum 10/OPTIR (mV) []
940,5.41109037399292,65.7520980834961,-9.76847457885742,11.2514162063599,26.1880168914795,6.94367980957031,8.37438774108887,13.6306600570679,1.67493069171906
942,16.673210144043,68.4625473022461,4.71761608123779,22.586877822876,26.0514011383057,28.0803108215332,12.3584766387939,-8.8476505279541,3.56801342964172
944,31.0541114807129,79.4893035888672,-13.2728481292725,11.4748430252075,30.0714130401611,18.8002166748047,11.3404684066772,-2.06747388839722,1.29435801506042
946,34.7177505493164,74.1197280883789,-12.8931827545166,15.4846458435059,32.8752403259277,2.55105257034302,4.49161291122437,-2.19515824317932,11.8211908340454
948,49.3794441223145,72.2911605834961,16.4166011810303,21.0387077331543,26.8750457763672,6.53537368774414,-2.94790530204773,4.53149604797363,9.61051464080811
950,41.9618186950684,71.3690338134766,29.1961326599121,32.3066329956055,20.8858833312988,20.7758464813232,3.60403156280518,7.23578119277954,9.87881088256836
952,31.0049057006836,80.3436431884766,29.3975620269775,37.4159736633301,26.5944385528564,24.1941032409668,10.8211784362793,9.57697200775146,15.5800638198853
954,25.1618156433105,79.6055679321289,30.8848857879639,29.4929466247559,33.1662483215332,25.2333106994629,5.99135446548462,13.3888578414917,14.3566398620605
956,40.529411315918,64.8966598510742,39.488395690918,42.0708808898926,34.7512664794922,32.7808952331543,1.75283908843994,13.6447381973267,13.5787696838379
958,43.356201171875,69.7498245239258,41.0005187988281,45.3921203613281,35.6025848388672,34.0533447265625,-1.31254029273987,10.4703960418701,13.8135776519775
960,45.1188430786133,77.1144943237305,32.7470970153809,40.8787803649902,33.0949630737305,27.9799785614014,3.740642786026,10.0726327896118,11.4902000427246
962,62.0540313720703,69.2095184326172,33.2786903381348,44.126163482666,35.9262275695801,26.5356006622314,6.02092409133911,10.0787363052368,14.2331352233887
964,78.659423828125,77.4065017700195,38.5181465148926,55.299861907959,34.6182518005371,28.603199005127,2.97970700263977,12.3021726608276,22.4806346893311
