X value [cm⁻¹],IR Spectrum 26/OPTIR (mV) []
940,-7.94164705276489
942,-26.5729160308838
944,36.9804573059082
946,124.928451538086
948,143.115829467773
950,148.905532836914
952,119.211631774902
954,120.193923950195
956,123.804336547852
958,104.77855682373
960,98.6708297729492
962,112.331436157227
964,118.580116271973
966,129.544403076172
968,165.817031860352
970,169.481811523438
972,158.349136352539
974,156.863327026367
976,177.110015869141
978,186.483673095703
980,179.720809936523
982,179.744705200195
984,187.972198486328
986,207.044158935547
988,212.894912719727
990,218.389205932617
992,235.003631591797
994,241.652603149414
996,238.716781616211
998,242.225570678711
1000,248.7724609375
1002,251.785873413086
1004,259.511291503906
1006,274.518463134766
1008,285.220092773438
1010,287.066131591797
1012,293.470184326172
1014,303.614135742188
1016,305.426055908203
1018,294.893646240234
1020,300.361907958984
1022,302.3408203125
1024,299.825256347656
1026,303.793121337891
1028,294.377197265625
1030,302.453338623047
1032,303.602081298828
1034,294.26904296875
1036,287.157012939453
1038,273.660858154297
1040,264.682220458984
1042,263.384399414063
1044,257.741180419922
1046,253.157516479492
1048,238.475219726563
1050,221.615417480469
1052,211.103622436523
1054,199.275680541992
1056,189.993286132813
1058,183.876312255859
1060,179.289688110352
1062,179.167434692383
1064,175.340896606445
1066,186.232604980469
1068,187.450775146484
1070,184.829483032227
1072,187.14794921875
1074,196.178833007813
1076,192.85546875
1078,196.091430664063
1080,196.569030761719
1082,194.022613525391
1084,190.878051757813
1086,188.76432800293
1088,189.03401184082
1090,195.989959716797
1092,190.075698852539
1094,186.171829223633
1096,192.817230224609
1098,196.741256713867
1100,194.588012695313
1102,192.179763793945
1104,187.612976074219
1106,184.650009155273
1108,180.195495605469
1110,179.922348022461
1112,178.507537841797
1114,178.418533325195
1116,172.871566772461
1118,167.741333007813
1120,162.650192260742
1122,152.471969604492
1124,149.960784912109
1126,150.581893920898
1128,150.676208496094
1130,160.216735839844
1132,150.468978881836
1134,143.613479614258
1136,146.462051391602
1138,139.273468017578
1140,133.223556518555
1142,133.26057434082
1144,122.785797119141
1146,130.780731201172
1148,132.389373779297
1150,133.915176391602
1152,142.86149597168
1154,150.214202880859
1156,151.557312011719
1158,145.748764038086
1160,156.570297241211
1162,161.333435058594
1164,156.999038696289
1166,153.038101196289
1168,146.886642456055
1170,141.623107910156
1172,142.888702392578
1174,141.827880859375
1176,133.713684082031
1178,123.696243286133
1180,117.942497253418
1182,103.512489318848
1184,101.882987976074
1186,113.133842468262
1188,112.068382263184
1190,125.634246826172
1192,120.395195007324
1194,118.802848815918
1196,110.143180847168
1198,105.13005065918
1200,87.9076995849609
1202,99.093879699707
1204,74.4480895996094
1206,35.9906959533691
1208,45.9083251953125
1210,58.2621459960938
1212,58.2371215820313
1214,58.2084732055664
1216,58.1753463745117
1218,74.4348602294922
1220,52.0400543212891
1222,41.6609954833984
1224,67.7979583740234
1226,62.8186492919922
1228,15.2799577713013
1230,46.118766784668
1232,84.4511413574219
1234,90.4375534057617
1236,47.7087020874023
1238,25.793212890625
1240,99.902946472168
1242,112.599304199219
1244,81.8610229492188
1246,71.1716842651367
1248,58.1341247558594
1250,98.2101364135742
1252,134.847534179688
1254,116.164375305176
1256,104.876579284668
1258,119.394981384277
1260,114.398475646973
1262,103.566932678223
1264,105.813819885254
1266,101.41130065918
1268,95.0720520019531
1270,89.5629196166992
1272,93.1216659545898
1274,104.456123352051
1276,100.453742980957
1278,108.721183776855
1280,110.849517822266
1282,93.9156112670898
1284,97.4614639282227
1286,95.4525680541992
1288,93.3275451660156
1290,98.3532562255859
1292,109.943473815918
1294,120.727325439453
1296,134.924530029297
1298,147.278060913086
1300,167.455871582031
1302,172.673400878906
1304,166.277252197266
1306,177.576141357422
1308,192.045425415039
1310,192.045349121094
1312,185.614761352539
1314,191.020568847656
1316,193.71760559082
1318,194.74690246582
1320,202.422897338867
1322,209.046340942383
1324,220.550964355469
1326,234.837554931641
1328,244.931442260742
1330,247.383514404297
1332,251.826751708984
1334,257.186126708984
1336,253.432556152344
1338,254.114807128906
1340,261.563415527344
1342,276.818054199219
1344,295.143341064453
1346,307.058441162109
1348,322.910797119141
1350,338.637512207031
1352,350.910186767578
1354,365.227905273438
1356,372.365417480469
1358,381.764068603516
1360,380.185394287109
1362,386.107391357422
1364,391.808074951172
1366,384.671844482422
1368,370.788635253906
1370,364.173706054688
1372,355.244445800781
1374,361.619293212891
1376,368.334686279297
1378,372.627044677734
1380,374.076599121094
1382,380.073822021484
1384,382.481750488281
1386,377.158111572266
1388,386.814178466797
1390,401.743286132813
1392,419.803405761719
1394,444.069885253906
1396,470.66845703125
1398,489.90234375
1400,528.301879882813
1402,553.553588867188
1404,567.002197265625
1406,594.558654785156
1408,598.005065917969
1410,587.075988769531
1412,580.619689941406
1414,550.828979492188
1416,521.643371582031
1418,481.404968261719
1420,451.779113769531
1422,414.297698974609
1424,374.611572265625
1426,360.115844726563
1428,326.563812255859
1430,294.942260742188
1432,294.800415039063
1434,289.324829101563
1436,254.594085693359
1438,261.690399169922
1440,281.023559570313
1442,285.614410400391
1444,280.650817871094
1446,265.711334228516
1448,253.438735961914
1450,276.628326416016
1452,301.366271972656
1454,327.813171386719
1456,301.937927246094
1458,300.248840332031
1460,341.058013916016
1462,338.017639160156
1464,327.172637939453
1466,313.970062255859
1468,319.529144287109
1470,292.01806640625
1472,233.166625976563
1474,223.885803222656
1476,207.583465576172
1478,184.551223754883
1480,156.023376464844
1482,127.268280029297
1484,112.590667724609
1486,130.163116455078
1488,114.002990722656
1490,74.6230850219727
1492,63.2898635864258
1494,73.5152587890625
1496,81.6791305541992
1498,90.9649963378906
1500,89.1240005493164
1502,84.9378051757813
1504,89.0959167480469
1506,29.2864379882813
1508,44.0362014770508
1510,70.7642211914063
1512,113.69556427002
1514,98.1154937744141
1516,92.8566207885742
1518,133.748458862305
1520,126.879379272461
1522,114.569351196289
1524,148.424453735352
1526,201.823104858398
1528,241.694717407227
1530,257.897094726563
1532,251.178558349609
1534,298.462707519531
1536,361.563110351563
1538,361.443511962891
1540,359.086975097656
1542,377.640625
1544,424.331817626953
1546,505.709838867188
1548,521.30712890625
1550,550.165222167969
1552,562.060180664063
1554,569.665100097656
1556,559.462524414063
1558,504.266723632813
1560,626.612426757813
1562,701.511108398438
1564,703.2001953125
1566,725.7451171875
1568,707.978271484375
1570,740.324279785156
1572,785.50341796875
1574,775.219543457031
1576,766.030334472656
1578,818.761474609375
1580,854.650390625
1582,872.849426269531
1584,865.692504882813
1586,854.224670410156
1588,839.376647949219
1590,814.128051757813
1592,781.950256347656
1594,748.308044433594
1596,704.481018066406
1598,669.641235351563
1600,637.447692871094
1602,602.917297363281
1604,568.737548828125
1606,528.929321289063
1608,488.228393554688
1610,457.534606933594
1612,425.225433349609
1614,397.049560546875
1616,365.925872802734
1618,355.344177246094
1620,338.257415771484
1622,319.680206298828
1624,313.571472167969
1626,301.263610839844
1628,284.541442871094
1630,266.124755859375
1632,250.494293212891
1634,239.417617797852
1636,222.439804077148
1638,226.537002563477
1640,231.259902954102
1642,237.316024780273
1644,239.692413330078
1646,224.213714599609
1648,248.861114501953
1650,260.818725585938
1652,226.757446289063
1654,268.432312011719
1656,315.206420898438
1658,330.631896972656
1660,328.951141357422
1662,326.789276123047
1664,352.328857421875
1666,363.084625244141
1668,359.546997070313
1670,371.511260986328
1672,390.381652832031
1674,379.978576660156
1676,394.245361328125
1678,403.185607910156
1680,399.950164794922
1682,373.757598876953
1684,359.125122070313
1686,364.949584960938
1688,357.768859863281
1690,357.962066650391
1692,347.873199462891
1694,317.017974853516
1696,288.969299316406
1698,270.976623535156
1700,264.238067626953
1702,281.564544677734
1704,285.808807373047
1706,300.977294921875
1708,304.791595458984
1710,305.475219726563
1712,301.655578613281
1714,281.816253662109
1716,246.793365478516
1718,237.997512817383
1720,251.072357177734
1722,245.622955322266
1724,234.26155090332
1726,222.398071289063
1728,207.130615234375
1730,190.628601074219
1732,171.605560302734
1734,166.888442993164
1736,158.073715209961
1738,146.301834106445
1740,134.556579589844
1742,126.898529052734
1744,136.143920898438
1746,140.655151367188
1748,135.925369262695
1750,124.458366394043
1752,112.917701721191
1754,105.436447143555
1756,108.488456726074
1758,109.65225982666
1760,107.597755432129
1762,99.7706909179688
1764,98.9551010131836
1766,100.755584716797
1768,92.0658111572266
1770,99.5930023193359
1772,95.3991012573242
1774,81.2052841186523
1776,76.4478759765625
1778,77.9453735351563
1780,73.1167068481445
1782,64.5117721557617
1784,58.2025566101074
1786,51.6279563903809
1788,30.9135875701904
1790,26.6228160858154
1792,32.5612640380859
1794,24.4184646606445
1796,17.8482208251953
1798,9.40203857421875
2688,11.9232788085938
2690,16.3481121063232
2692,26.1399154663086
2694,-3.06438064575195
2696,-40.1340560913086
2698,-15.5033798217773
2700,-1.73174285888672
2702,1.58076226711273
2704,-16.4710750579834
2706,16.495231628418
2708,12.9545021057129
2710,-5.31828546524048
2712,21.5980606079102
2714,6.45312690734863
2716,-5.06091547012329
2718,4.23103904724121
2720,12.2671575546265
2722,4.2631688117981
2724,2.05411148071289
2726,-0.142493724822998
2728,-2.14409422874451
2730,1.40101969242096
2732,19.4194583892822
2734,1.7728670835495
2736,-1.18398714065552
2738,-2.59266376495361
2740,2.47826266288757
2742,10.3582372665405
2744,11.4946441650391
2746,8.09567356109619
2748,8.84869861602783
2750,3.88375878334045
2752,-3.56415581703186
2754,3.35469913482666
2756,2.56386852264404
2758,7.95503854751587
2760,7.4736385345459
2762,0.671538889408112
2764,7.05540943145752
2766,7.22468709945679
2768,10.3275585174561
2770,5.53184747695923
2772,9.5670108795166
2774,12.4841842651367
2776,12.4496583938599
2778,11.6620140075684
2780,14.8998413085938
2782,9.01971054077148
2784,17.1029052734375
2786,19.302360534668
2788,10.4150218963623
2790,7.15479135513306
2792,14.0984630584717
2794,15.1042623519897
2796,10.7951774597168
2798,16.1355133056641
2800,17.3547286987305
2802,12.9991140365601
2804,11.3561429977417
2806,20.6376552581787
2808,26.7545375823975
2810,26.4547462463379
2812,25.4868240356445
2814,28.1452121734619
2816,31.6548805236816
2818,39.9855003356934
2820,37.0172576904297
2822,29.8689842224121
2824,38.2285575866699
2826,45.647289276123
2828,45.2953948974609
2830,52.6579170227051
2832,52.5252265930176
2834,63.4101905822754
2836,71.8547286987305
2838,85.2992630004883
2840,105.837448120117
2842,118.55199432373
2844,143.95246887207
2846,174.776123046875
2848,192.460144042969
2850,214.630844116211
2852,228.638931274414
2854,239.382202148438
2856,248.703338623047
2858,246.511215209961
2860,250.68147277832
2862,242.458770751953
2864,244.171813964844
2866,242.340347290039
2868,234.128036499023
2870,230.365783691406
2872,215.42707824707
2874,201.990386962891
2876,196.513137817383
2878,195.001327514648
2880,186.287490844727
2882,185.971298217773
2884,186.900970458984
2886,182.759918212891
2888,183.39030456543
2890,188.707916259766
2892,206.90608215332
2894,232.013671875
2896,239.111343383789
2898,231.784027099609
2900,213.17643737793
2902,233.621276855469
2904,270.029541015625
2906,275.472106933594
2908,292.222351074219
2910,318.772430419922
2912,336.883880615234
2914,353.989105224609
2916,398.768157958984
2918,425.066192626953
2920,435.024963378906
2922,474.056091308594
2924,516.948120117188
2926,543.998413085938
2928,537.981567382813
2930,523.298583984375
2932,500.716979980469
2934,476.119873046875
2936,463.761962890625
2938,423.859466552734
2940,404.980438232422
