X value [cm⁻¹],IR Spectrum 14/OPTIR (mV) []
940,-60.6099319458008
942,23.2391357421875
944,81.6670608520508
946,57.3022308349609
948,37.1908493041992
950,-13.4886293411255
952,50.7070274353027
954,60.7305030822754
956,88.4476470947266
958,39.8291893005371
960,62.6836128234863
962,88.0386581420898
964,78.1574096679688
966,96.2977523803711
968,93.3242797851563
970,117.653274536133
972,124.913398742676
974,122.612060546875
976,105.446395874023
978,124.435989379883
980,117.992317199707
982,105.682907104492
984,114.553672790527
986,137.870178222656
988,132.156326293945
990,141.377075195313
992,144.308532714844
994,155.157119750977
996,159.969161987305
998,156.549209594727
1000,173.324859619141
1002,182.141647338867
1004,188.235778808594
1006,205.997177124023
1008,224.337463378906
1010,245.055450439453
1012,237.134902954102
1014,232.378631591797
1016,237.750564575195
1018,240.90380859375
1020,245.542831420898
1022,251.396255493164
1024,251.224334716797
1026,266.427795410156
1028,267.688903808594
1030,269.991180419922
1032,273.353973388672
1034,275.731079101563
1036,277.345642089844
1038,279.634338378906
1040,274.930877685547
1042,270.570007324219
1044,257.742126464844
1046,258.002838134766
1048,271.829193115234
1050,261.031921386719
1052,258.747528076172
1054,251.840103149414
1056,238.137313842773
1058,233.548202514648
1060,227.322875976563
1062,232.368347167969
1064,229.652465820313
1066,222.699691772461
1068,224.662857055664
1070,227.25813293457
1072,216.937805175781
1074,209.429046630859
1076,214.681777954102
1078,216.221038818359
1080,206.941787719727
1082,197.610443115234
1084,201.449615478516
1086,207.422714233398
1088,198.12890625
1090,198.276473999023
1092,196.924270629883
1094,191.308624267578
1096,188.445755004883
1098,183.963302612305
1100,178.085021972656
1102,184.331771850586
1104,187.852813720703
1106,170.247665405273
1108,170.413330078125
1110,182.461669921875
1112,183.883483886719
1114,173.383911132813
1116,160.994033813477
1118,163.408340454102
1120,180.607833862305
1122,168.344818115234
1124,156.663192749023
1126,159.530502319336
1128,166.185928344727
1130,175.539016723633
1132,183.049041748047
1134,180.617599487305
1136,160.05354309082
1138,156.452835083008
1140,164.729507446289
1142,165.567230224609
1144,159.288589477539
1146,156.333801269531
1148,165.417709350586
1150,180.94287109375
1152,185.117614746094
1154,214.69221496582
1156,229.310745239258
1158,235.594299316406
1160,230.268157958984
1162,239.005905151367
1164,245.427215576172
1166,228.183883666992
1168,191.333999633789
1170,174.93717956543
1172,166.983261108398
1174,134.348754882813
1176,125.395126342773
1178,104.925727844238
1180,104.692588806152
1182,116.88525390625
1184,103.453727722168
1186,113.111824035645
1188,126.1884765625
1190,118.936233520508
1192,95.1743087768555
1194,89.1546859741211
1196,107.596076965332
1198,121.971626281738
1200,100.820671081543
1202,78.4698715209961
1204,74.3861770629883
1206,64.0325241088867
1208,64.6243286132813
1210,57.3013458251953
1212,63.0536422729492
1214,69.6389846801758
1216,77.2524719238281
1218,119.785331726074
1220,109.228622436523
1222,102.395599365234
1224,67.3004837036133
1226,48.0816230773926
1228,86.3566589355469
1230,68.1685791015625
1232,11.3140954971313
1234,-36.9768981933594
1236,-13.226282119751
1238,23.0008754730225
1240,-7.76572036743164
1242,-29.9434013366699
1244,28.77223777771
1246,28.9507255554199
1248,51.0680847167969
1250,95.9222106933594
1252,109.799407958984
1254,96.0580444335938
1256,85.8942642211914
1258,89.7724456787109
1260,76.842170715332
1262,51.483211517334
1264,59.6706008911133
1266,69.5700912475586
1268,77.7171401977539
1270,75.000617980957
1272,70.3220520019531
1274,71.5196380615234
1276,68.3489303588867
1278,82.2813491821289
1280,100.225456237793
1282,101.673477172852
1284,97.8903579711914
1286,94.5470504760742
1288,106.957275390625
1290,107.859573364258
1292,111.446479797363
1294,108.960464477539
1296,107.392211914063
1298,113.735984802246
1300,124.492393493652
1302,145.808471679688
1304,148.833831787109
1306,143.479736328125
1308,145.017059326172
1310,134.642471313477
1312,138.061538696289
1314,144.747940063477
1316,139.714752197266
1318,141.930038452148
1320,151.897232055664
1322,160.438888549805
1324,157.851135253906
1326,164.903533935547
1328,172.64274597168
1330,171.313980102539
1332,172.469528198242
1334,171.17594909668
1336,172.697448730469
1338,172.838943481445
1340,170.241668701172
1342,179.473205566406
1344,181.174560546875
1346,184.799713134766
1348,188.787811279297
1350,202.908065795898
1352,228.357086181641
1354,246.816909790039
1356,265.229156494141
1358,281.673095703125
1360,281.085021972656
1362,289.43212890625
1364,290.205200195313
1366,277.634674072266
1368,266.901641845703
1370,271.711578369141
1372,270.035919189453
1374,280.809112548828
1376,299.754821777344
1378,307.775085449219
1380,325.803985595703
1382,340.542053222656
1384,346.995025634766
1386,340.046661376953
1388,331.670532226563
1390,335.412475585938
1392,353.507476806641
1394,364.588531494141
1396,397.000213623047
1398,446.096527099609
1400,496.749053955078
1402,528.194274902344
1404,544.548400878906
1406,555.054870605469
1408,550.809875488281
1410,536.291259765625
1412,506.337768554688
1414,472.268127441406
1416,420.649566650391
1418,364.649749755859
1420,348.764190673828
1422,333.324798583984
1424,308.099304199219
1426,288.842071533203
1428,275.337646484375
1430,257.535552978516
1432,271.886138916016
1434,274.337738037109
1436,254.588745117188
1438,268.419006347656
1440,282.736236572266
1442,296.268737792969
1444,310.281524658203
1446,296.268524169922
1448,296.524810791016
1450,277.896850585938
1452,258.024993896484
1454,236.780410766602
1456,218.379165649414
1458,217.70768737793
1460,252.04768371582
1462,273.467254638672
1464,297.510864257813
1466,280.041748046875
1468,265.353179931641
1470,264.64453125
1472,257.650939941406
1474,219.087478637695
1476,184.403427124023
1478,168.919219970703
1480,163.96630859375
1482,126.049354553223
1484,114.059028625488
1486,92.6324768066406
1488,73.8907699584961
1490,68.9459381103516
1492,75.7018280029297
1494,67.9544830322266
1496,73.6863098144531
1498,54.2238311767578
1500,88.7204513549805
1502,81.2395477294922
1504,87.8317489624023
1506,42.3600807189941
1508,-8.22147369384766
1510,47.3094444274902
1512,65.0646133422852
1514,66.7930221557617
1516,61.3107757568359
1518,76.5615234375
1520,45.6520690917969
1522,82.582389831543
1524,130.249877929688
1526,142.188018798828
1528,124.625366210938
1530,153.005477905273
1532,155.579025268555
1534,161.806411743164
1536,146.780563354492
1538,117.752777099609
1540,159.846084594727
1542,151.140167236328
1544,156.298233032227
1546,181.058837890625
1548,188.514022827148
1550,192.292724609375
1552,197.566940307617
1554,194.518325805664
1556,173.84162902832
1558,142.598571777344
1560,210.799560546875
1562,235.696212768555
1564,240.392730712891
1566,253.572631835938
1568,259.314147949219
1570,275.731079101563
1572,302.269287109375
1574,310.449127197266
1576,324.514495849609
1578,371.379211425781
1580,400.696685791016
1582,418.354431152344
1584,417.422454833984
1586,420.945190429688
1588,407.802337646484
1590,388.101165771484
1592,364.871612548828
1594,333.580749511719
1596,304.080902099609
1598,287.155792236328
1600,259.914031982422
1602,242.834533691406
1604,234.260223388672
1606,212.369674682617
1608,192.979553222656
1610,185.551376342773
1612,176.620590209961
1614,165.168151855469
1616,147.674819946289
1618,141.566848754883
1620,135.738891601563
1622,127.116493225098
1624,138.418395996094
1626,127.145538330078
1628,123.938674926758
1630,121.650588989258
1632,124.512100219727
1634,116.95775604248
1636,106.005310058594
1638,119.94507598877
1640,127.222129821777
1642,132.480834960938
1644,129.115325927734
1646,128.077728271484
1648,141.908248901367
1650,153.904846191406
1652,148.925079345703
1654,166.171096801758
1656,159.216186523438
1658,157.641754150391
1660,156.016830444336
1662,135.381195068359
1664,140.763305664063
1666,143.793472290039
1668,137.31721496582
1670,118.173332214355
1672,119.93367767334
1674,117.660720825195
1676,115.814483642578
1678,114.578514099121
1680,117.283668518066
1682,101.067459106445
1684,92.8379821777344
1686,97.1748046875
1688,99.2981643676758
1690,89.7656173706055
1692,79.3315048217773
1694,74.6010894775391
1696,68.6144866943359
1698,52.9123878479004
1700,47.7266616821289
1702,60.0189361572266
1704,72.2434616088867
1706,69.7660217285156
1708,74.4782638549805
1710,72.2752075195313
1712,72.3066787719727
1714,77.2838134765625
1716,75.3213577270508
1718,70.0588989257813
1720,68.5941848754883
1722,65.5738830566406
1724,54.9930381774902
1726,52.3878517150879
1728,48.575267791748
1730,43.4398231506348
1732,23.7899780273438
1734,25.3583641052246
1736,38.2971687316895
1738,44.6815490722656
1740,31.1526737213135
1742,27.9037952423096
1744,21.3959140777588
1746,16.1073570251465
1748,11.6401052474976
1750,22.0084285736084
1752,35.7383842468262
1754,28.9066772460938
1756,14.93186378479
1758,7.83767890930176
1760,8.18781280517578
1762,19.1878852844238
1764,18.6148357391357
1766,10.8043041229248
1768,9.1270923614502
1770,-1.7250497341156
1772,-16.546760559082
1774,-12.6919384002686
1776,8.10224437713623
1778,7.38952922821045
1780,9.87990760803223
1782,24.0084915161133
1784,21.7549381256104
1786,4.91435718536377
1788,5.04810667037964
1790,17.6562099456787
1792,-1.80749642848969
1794,12.4147415161133
1796,16.7147045135498
1798,-10.5132236480713
2688,-5.39039516448975
2690,3.60030293464661
2692,23.4959716796875
2694,-15.6161575317383
2696,-24.5869064331055
2698,-54.1089057922363
2700,-20.7872695922852
2702,17.5073089599609
2704,12.0199575424194
2706,-3.31530165672302
2708,12.7857332229614
2710,30.8118457794189
2712,5.26594972610474
2714,-41.1535377502441
2716,-34.4689826965332
2718,-4.27524375915527
2720,8.03930187225342
2722,31.6544666290283
2724,1.24050676822662
2726,-10.2799777984619
2728,5.35747909545898
2730,9.99796676635742
2732,3.70614743232727
2734,-5.20390272140503
2736,-8.58568286895752
2738,16.5851287841797
2740,11.5995655059814
2742,13.08274269104
2744,2.06651616096497
2746,-3.55531764030457
2748,-9.93943023681641
2750,-8.0326566696167
2752,3.32671046257019
2754,0.621560752391815
2756,23.2448863983154
2758,18.7166519165039
2760,18.0439128875732
2762,30.3904113769531
2764,21.8693904876709
2766,30.0690841674805
2768,28.8251304626465
2770,22.7097320556641
2772,25.69602394104
2774,29.2633152008057
2776,7.54416656494141
2778,4.52693462371826
2780,7.90080261230469
2782,2.61805105209351
2784,6.19236898422241
2786,16.7544574737549
2788,28.8363399505615
2790,24.9025554656982
2792,30.6873474121094
2794,20.262731552124
2796,26.4604988098145
2798,28.2329845428467
2800,28.9357604980469
2802,27.5103969573975
