Cu,
11.000004
6.000001
3.000000
15.000008
4.000001
4.000001
13.000006
15.000008
6.000001
14.000007
7.000002
9.000003
9.000003
10.000004
11.000004
15.000008
11.000004
14.000007
18.000011
20.000014
19.000013
13.000006
16.000009
13.000006
7.000002
11.000004
19.000013
21.000015
18.000011
31.000034
11.000004
21.000015
12.000005
16.000009
20.000014
17.000010
26.000024
24.000020
30.000032
23.000019
16.000009
18.000011
23.000019
12.000005
19.000013
13.000006
12.000005
21.000015
16.000009
18.000011
15.000008
9.000003
17.000010
18.000011
14.000007
13.000006
18.000011
15.000008
11.000004
8.000002
10.000004
17.000010
15.000008
18.000011
15.000008
27.000026
25.000022
22.000017
21.000015
18.000011
16.000009
18.000011
36.000045
39.000053
29.000029
13.000006
26.000024
13.000006
9.000003
13.000006
18.000011
19.000013
15.000008
11.000004
5.000001
8.000002
8.000002
10.000004
10.000004
23.000019
24.000020
14.000007
24.000020
12.000005
12.000005
9.000003
10.000004
5.000001
6.000001
16.000009
16.000009
57.000114
61.000130
46.000074
37.000048
24.000020
16.000009
15.000008
11.000004
6.000001
10.000004
16.000009
9.000003
4.000001
4.000001
7.000002
14.000007
19.000013
11.000004
17.000010
12.000005
14.000007
7.000002
19.000013
13.000006
15.000008
19.000013
20.000014
33.000038
31.000034
15.000008
10.000004
12.000005
13.000006
17.000010
19.000013
12.000005
15.000008
10.000004
4.000001
5.000001
12.000005
7.000002
14.000007
11.000004
13.000006
7.000002
9.000003
10.000004
13.000006
12.000005
13.000006
13.000006
28.000027
27.000026
27.000026
35.000043
24.000020
22.000017
24.000020
27.000026
17.000010
10.000004
12.000005
8.000002
5.000001
9.000003
11.000004
23.000019
25.000022
17.000010
13.000006
9.000003
13.000006
7.000002
9.000003
6.000001
9.000003
10.000004
16.000009
20.000014
13.000006
10.000004
15.000008
7.000002
8.000002
12.000005
12.000005
15.000008
9.000003
7.000002
7.000002
6.000001
6.000001
9.000003
8.000002
8.000002
7.000002
8.000002
6.000001
9.000003
11.000004
10.000004
8.000002
15.000008
9.000003
10.000004
8.000002
15.000008
16.000009
12.000005
13.000006
13.000006
17.000010
7.000002
11.000004
21.000015
13.000006
22.000017
63.000139
115.000463
156.000852
166.000964
129.000582
77.000208
46.000074
28.000027
10.000004
19.000013
17.000010
20.000014
20.000014
24.000020
19.000013
