Cu,
0.000000
1.000000
1.000000
1.000000
1.000000
0.000000
0.000000
0.000000
3.000000
1.000000
0.000000
0.000000
1.000000
0.000000
0.000000
4.000001
1.000000
1.000000
1.000000
0.000000
1.000000
2.000000
0.000000
1.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
1.000000
1.000000
0.000000
0.000000
1.000000
1.000000
4.000001
1.000000
0.000000
0.000000
0.000000
0.000000
2.000000
0.000000
2.000000
3.000000
2.000000
1.000000
2.000000
0.000000
1.000000
4.000001
0.000000
1.000000
1.000000
2.000000
3.000000
4.000001
3.000000
1.000000
1.000000
2.000000
1.000000
1.000000
5.000001
0.000000
5.000001
6.000001
2.000000
3.000000
0.000000
1.000000
2.000000
0.000000
2.000000
1.000000
1.000000
0.000000
4.000001
1.000000
2.000000
3.000000
3.000000
0.000000
0.000000
3.000000
1.000000
3.000000
4.000001
1.000000
1.000000
4.000001
1.000000
2.000000
0.000000
1.000000
1.000000
0.000000
1.000000
5.000001
1.000000
0.000000
0.000000
1.000000
2.000000
0.000000
6.000001
1.000000
2.000000
2.000000
0.000000
6.000001
2.000000
2.000000
4.000001
0.000000
4.000001
1.000000
2.000000
6.000001
1.000000
2.000000
0.000000
0.000000
3.000000
0.000000
4.000001
2.000000
4.000001
5.000001
3.000000
1.000000
0.000000
0.000000
0.000000
2.000000
2.000000
1.000000
2.000000
1.000000
3.000000
1.000000
1.000000
0.000000
1.000000
1.000000
1.000000
0.000000
2.000000
1.000000
1.000000
2.000000
0.000000
0.000000
0.000000
1.000000
2.000000
0.000000
1.000000
0.000000
0.000000
0.000000
0.000000
0.000000
2.000000
1.000000
1.000000
2.000000
2.000000
0.000000
1.000000
1.000000
0.000000
0.000000
0.000000
1.000000
2.000000
2.000000
0.000000
1.000000
1.000000
0.000000
0.000000
1.000000
1.000000
2.000000
2.000000
1.000000
1.000000
2.000000
3.000000
2.000000
4.000001
2.000000
1.000000
1.000000
0.000000
0.000000
2.000000
1.000000
2.000000
1.000000
1.000000
1.000000
2.000000
2.000000
3.000000
3.000000
1.000000
0.000000
0.000000
3.000000
3.000000
0.000000
1.000000
0.000000
2.000000
1.000000
0.000000
2.000000
2.000000
1.000000
4.000001
0.000000
3.000000
0.000000
2.000000
1.000000
2.000000
2.000000
0.000000
1.000000
0.000000
1.000000
1.000000
1.000000
3.000000
2.000000
1.000000
3.000000
0.000000
1.000000
1.000000
2.000000
2.000000
0.000000
2.000000
0.000000
3.000000
1.000000
3.000000
1.000000
2.000000
0.000000
1.000000
1.000000
2.000000
2.000000
1.000000
1.000000
2.000000
2.000000
2.000000
1.000000
1.000000
0.000000
1.000000
0.000000
1.000000
1.000000
1.000000
3.000000
1.000000
1.000000
3.000000
2.000000
2.000000
2.000000
1.000000
1.000000
1.000000
0.000000
3.000000
3.000000
0.000000
0.000000
1.000000
3.000000
1.000000
1.000000
3.000000
0.000000
0.000000
1.000000
0.000000
2.000000
3.000000
2.000000
1.000000
1.000000
2.000000
1.000000
0.000000
1.000000
0.000000
1.000000
1.000000
0.000000
0.000000
1.000000
2.000000
3.000000
2.000000
1.000000
1.000000
1.000000
2.000000
4.000001
3.000000
1.000000
2.000000
3.000000
0.000000
3.000000
0.000000
0.000000
2.000000
3.000000
2.000000
5.000001
0.000000
1.000000
0.000000
1.000000
1.000000
0.000000
3.000000
2.000000
1.000000
1.000000
2.000000
6.000001
1.000000
0.000000
2.000000
3.000000
4.000001
5.000001
5.000001
2.000000
1.000000
1.000000
3.000000
0.000000
1.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
1.000000
3.000000
1.000000
3.000000
3.000000
0.000000
1.000000
1.000000
2.000000
0.000000
0.000000
1.000000
0.000000
0.000000
1.000000
2.000000
0.000000
0.000000
0.000000
3.000000
0.000000
1.000000
2.000000
4.000001
4.000001
2.000000
2.000000
4.000001
3.000000
4.000001
3.000000
1.000000
3.000000
7.000002
2.000000
4.000001
1.000000
3.000000
0.000000
1.000000
0.000000
6.000001
2.000000
2.000000
2.000000
4.000001
1.000000
1.000000
1.000000
0.000000
1.000000
2.000000
2.000000
0.000000
1.000000
1.000000
1.000000
1.000000
1.000000
1.000000
2.000000
1.000000
1.000000
0.000000
4.000001
0.000000
1.000000
1.000000
1.000000
2.000000
0.000000
1.000000
1.000000
1.000000
2.000000
3.000000
2.000000
0.000000
0.000000
0.000000
0.000000
0.000000
1.000000
2.000000
0.000000
3.000000
2.000000
1.000000
0.000000
0.000000
1.000000
0.000000
1.000000
0.000000
4.000001
2.000000
3.000000
7.000002
2.000000
4.000001
5.000001
3.000000
0.000000
3.000000
2.000000
0.000000
0.000000
2.000000
1.000000
1.000000
0.000000
1.000000
3.000000
3.000000
3.000000
1.000000
2.000000
1.000000
0.000000
1.000000
0.000000
2.000000
0.000000
1.000000
1.000000
3.000000
0.000000
4.000001
2.000000
1.000000
0.000000
1.000000
1.000000
1.000000
0.000000
1.000000
2.000000
0.000000
1.000000
1.000000
0.000000
1.000000
0.000000
0.000000
0.000000
2.000000
1.000000
1.000000
0.000000
1.000000
2.000000
1.000000
0.000000
2.000000
2.000000
1.000000
2.000000
1.000000
2.000000
1.000000
1.000000
1.000000
1.000000
4.000001
4.000001
2.000000
2.000000
1.000000
1.000000
2.000000
1.000000
1.000000
2.000000
1.000000
2.000000
3.000000
2.000000
4.000001
0.000000
4.000001
1.000000
2.000000
5.000001
2.000000
3.000000
2.000000
1.000000
2.000000
2.000000
1.000000
3.000000
2.000000
3.000000
0.000000
1.000000
4.000001
1.000000
1.000000
5.000001
2.000000
1.000000
1.000000
0.000000
1.000000
2.000000
1.000000
0.000000
2.000000
0.000000
2.000000
0.000000
0.000000
1.000000
0.000000
1.000000
2.000000
2.000000
2.000000
1.000000
0.000000
3.000000
0.000000
