"Wavenumber (cm-1)",FT,FT,FT,UV-FT,UV-FT,UV-FT,UV,UV,UV,H,H,H,C,C,C,"Reference AF Paint","Reference AF Paint","Reference AF Paint"
1272,0.122,0.091,0.167,0.25176279473172,0.15358830088084,0.19171667727780,0.309,0.205,0.206,0.144,0.294,0.182,0.128,0.701,0.143,0.220,,
1274,0.124,0.093,0.169,0.24963208769197,0.15350820118188,0.19013611690234,0.321,0.212,0.214,0.140,0.307,0.190,0.131,0.761,0.147,0.228,,
1276,0.126,0.094,0.169,0.25506776261684,0.15164724410766,0.19236642879698,0.312,0.216,0.218,0.143,0.313,0.194,0.129,0.816,0.151,0.232,,
1278,0.128,0.093,0.171,0.25869928748528,0.15171567316212,0.19527780681809,0.313,0.222,0.220,0.156,0.317,0.197,0.126,0.846,0.155,0.226,,
1280,0.131,0.092,0.169,0.26173548760753,0.15295665239142,0.19780576734059,0.308,0.224,0.224,0.161,0.314,0.202,0.125,0.859,0.161,0.228,,
1282,0.133,0.091,0.172,0.26441117615826,0.15333716955791,0.20221847740898,0.301,0.228,0.227,0.161,0.316,0.200,0.123,0.842,0.161,0.235,,
1284,0.135,0.091,0.174,0.26006789464190,0.15285601433171,0.20408914924125,0.292,0.232,0.225,0.163,0.312,0.197,0.123,0.817,0.160,0.237,,
1286,0.137,0.091,0.172,0.25970904954012,0.15104900762497,0.20693400756447,0.291,0.232,0.230,0.163,0.302,0.198,0.120,0.779,0.158,0.240,,
1288,0.141,0.092,0.173,0.26337888745942,0.15380642868227,0.21175041665382,0.290,0.234,0.233,0.163,0.293,0.197,0.122,0.719,0.158,0.239,,
1290,0.143,0.094,0.177,0.26457316749853,0.15721616916631,0.21416810939478,0.289,0.236,0.233,0.162,0.286,0.197,0.122,0.657,0.161,0.242,,
1292,0.150,0.095,0.181,0.26505576568426,0.16128729343648,0.21851959988375,0.287,0.237,0.235,0.158,0.280,0.198,0.125,0.605,0.168,0.252,,
1294,0.156,0.096,0.183,0.26451233784027,0.16280336508554,0.21754369575780,0.290,0.239,0.238,0.154,0.272,0.198,0.130,0.559,0.175,0.259,,
1296,0.161,0.100,0.185,0.26558936725221,0.16488806852761,0.21876318443814,0.288,0.247,0.240,0.152,0.269,0.202,0.133,0.528,0.176,0.263,,
1298,0.168,0.105,0.190,0.26776961481669,0.17188495897518,0.22387681868479,0.280,0.249,0.239,0.155,0.265,0.202,0.136,0.499,0.179,0.264,,
1300,0.175,0.111,0.197,0.27219107012345,0.17853288647872,0.22510817393521,0.268,0.253,0.240,0.157,0.261,0.203,0.140,0.469,0.187,0.272,,
1302,0.183,0.115,0.201,0.27047034230543,0.18314151092430,0.22660599639534,0.259,0.256,0.242,0.157,0.257,0.204,0.146,0.448,0.198,0.276,,
1304,0.191,0.118,0.206,0.26989475694980,0.18680305933278,0.22623521434655,0.255,0.260,0.243,0.160,0.255,0.202,0.148,0.435,0.206,0.277,,
1306,0.197,0.120,0.211,0.27034187969570,0.18983657975577,0.22744758371001,0.254,0.263,0.243,0.161,0.256,0.202,0.146,0.427,0.210,0.281,,
1308,0.201,0.121,0.213,0.26933006170707,0.19195074430324,0.22852218235438,0.252,0.264,0.242,0.162,0.254,0.202,0.145,0.429,0.211,0.283,,
1310,0.204,0.121,0.216,0.26751667879999,0.19341103022696,0.22719542460370,0.245,0.264,0.239,0.160,0.253,0.201,0.143,0.425,0.210,0.282,,
1312,0.206,0.120,0.219,0.26373007955999,0.19147217886951,0.22367512365063,0.235,0.260,0.237,0.158,0.250,0.196,0.143,0.424,0.207,0.282,,
1314,0.208,0.118,0.222,0.26180441074320,0.19188632383398,0.22249508090119,0.235,0.261,0.239,0.157,0.246,0.194,0.144,0.420,0.210,0.290,,
1316,0.213,0.117,0.224,0.25685356601486,0.19273666395605,0.22352690983704,0.234,0.264,0.241,0.156,0.247,0.193,0.145,0.417,0.209,0.292,,
1318,0.222,0.121,0.228,0.25938818510292,0.19666926814899,0.22792943364465,0.228,0.266,0.243,0.158,0.247,0.190,0.144,0.416,0.211,0.298,,
1320,0.232,0.127,0.232,0.26203716139483,0.20367391276243,0.23217823083213,0.232,0.275,0.247,0.162,0.254,0.193,0.148,0.422,0.219,0.307,,
1322,0.244,0.131,0.237,0.26480618259298,0.21026719317294,0.23408648735740,0.245,0.285,0.255,0.166,0.260,0.199,0.151,0.430,0.227,0.319,,
1324,0.257,0.135,0.245,0.27051944213576,0.21720035266694,0.23728754992135,0.258,0.296,0.262,0.170,0.262,0.208,0.155,0.435,0.236,0.327,,
1326,0.270,0.142,0.252,0.27429259982608,0.22386255574587,0.23877622851623,0.268,0.308,0.271,0.172,0.268,0.215,0.162,0.444,0.246,0.334,,
1328,0.282,0.148,0.259,0.27747225393463,0.22986947518748,0.23806615928591,0.275,0.318,0.277,0.176,0.272,0.220,0.167,0.447,0.254,0.344,,
1330,0.290,0.152,0.260,0.28248652291542,0.23679613181734,0.23993890868814,0.285,0.328,0.284,0.180,0.274,0.223,0.169,0.447,0.256,0.344,,
1332,0.294,0.153,0.258,0.28755445057228,0.24028006443960,0.24090670134849,0.291,0.330,0.286,0.182,0.273,0.224,0.165,0.444,0.256,0.341,,
1334,0.293,0.153,0.254,0.29030483911232,0.24172318222449,0.24155506185360,0.294,0.332,0.291,0.179,0.269,0.222,0.161,0.444,0.249,0.339,,
1336,0.286,0.150,0.250,0.29283848325295,0.24045225130957,0.24009743115343,0.288,0.334,0.293,0.176,0.268,0.219,0.159,0.440,0.240,0.335,,
1338,0.278,0.150,0.248,0.29394415662174,0.23859725730111,0.24198617598886,0.272,0.335,0.292,0.175,0.262,0.214,0.157,0.436,0.233,0.324,,
1340,0.286,0.158,0.250,0.30411928509702,0.24905153939742,0.24908505663227,0.278,0.348,0.297,0.180,0.266,0.218,0.163,0.434,0.243,0.324,,
1342,0.304,0.166,0.255,0.32152456732136,0.26462594057177,0.25602241680124,0.303,0.366,0.308,0.184,0.275,0.231,0.167,0.452,0.256,0.334,,
1344,0.317,0.172,0.262,0.33539845075582,0.27643778472576,0.26054125236550,0.328,0.385,0.324,0.191,0.284,0.242,0.171,0.463,0.269,0.346,,
1346,0.334,0.182,0.269,0.35125623235464,0.29187130011840,0.26911950843978,0.347,0.403,0.338,0.198,0.295,0.253,0.176,0.474,0.284,0.358,,
1348,0.356,0.196,0.280,0.36688540750473,0.30883426607332,0.27837314136841,0.366,0.428,0.356,0.205,0.303,0.265,0.184,0.483,0.303,0.362,,
1350,0.384,0.214,0.295,0.38574126647775,0.33062812013619,0.29179082844424,0.396,0.456,0.375,0.217,0.319,0.282,0.195,0.501,0.334,0.376,,
1352,0.412,0.233,0.312,0.40317797458860,0.35309630642049,0.30501036601139,0.429,0.479,0.392,0.231,0.337,0.301,0.208,0.519,0.352,0.397,,
1354,0.443,0.254,0.330,0.41879102199986,0.37450093385929,0.31732173411686,0.454,0.504,0.411,0.245,0.354,0.319,0.221,0.532,0.340,0.421,,
1356,0.481,0.283,0.353,0.43722106315392,0.40198723112586,0.33331942563645,0.490,0.529,0.435,0.262,0.377,0.338,0.238,0.554,0.371,0.450,,
1358,0.516,0.307,0.372,0.45325973240846,0.42731060428446,0.34832306963795,0.521,0.545,0.453,0.277,0.398,0.354,0.252,0.574,0.407,0.479,,
1360,0.532,0.317,0.381,0.45676040996900,0.43468406973274,0.35872656886739,0.522,0.549,0.460,0.288,0.402,0.361,0.260,0.578,0.407,0.495,,
1362,0.523,0.312,0.381,0.45726669869621,0.42872019214027,0.36195336702197,0.497,0.550,0.457,0.289,0.397,0.354,0.262,0.568,0.438,0.482,,
1364,0.516,0.310,0.375,0.46775742653482,0.43989781687298,0.36451704220721,0.525,0.561,0.461,0.285,0.397,0.354,0.256,0.575,0.440,0.478,,
1366,0.498,0.303,0.364,0.46730633679762,0.43771771288716,0.36237049885570,0.542,0.555,0.461,0.277,0.391,0.347,0.242,0.571,0.412,0.469,,
1368,0.476,0.289,0.354,0.46455913693173,0.42025299923734,0.35916292680659,0.519,0.533,0.447,0.269,0.378,0.336,0.235,0.561,0.382,0.454,,
1370,0.466,0.285,0.351,0.46417777373888,0.41197426655729,0.35882547518795,0.524,0.528,0.443,0.265,0.372,0.332,0.231,0.560,0.359,0.453,,
1372,0.457,0.284,0.349,0.46348681001994,0.40196890748129,0.35681184989438,0.510,0.519,0.438,0.267,0.366,0.328,0.229,0.547,0.351,0.446,,
1374,0.459,0.291,0.357,0.46645226536209,0.40031226884002,0.36389447186884,0.486,0.522,0.432,0.278,0.367,0.326,0.237,0.541,0.371,0.443,,
1376,0.484,0.309,0.372,0.47558663637925,0.41801587474232,0.37362084907849,0.521,0.548,0.447,0.288,0.383,0.339,0.247,0.560,0.407,0.470,,
1378,0.517,0.330,0.390,0.48375053124525,0.43677059758800,0.38174422035107,0.557,0.573,0.462,0.299,0.403,0.356,0.259,0.581,0.452,0.494,,
1380,0.552,0.354,0.409,0.49308107816012,0.45893400747970,0.39169588769840,0.593,0.592,0.472,0.315,0.423,0.375,0.274,0.605,0.502,0.526,,
1382,0.585,0.371,0.423,0.49981709773296,0.47271643643607,0.39849496916412,0.624,0.615,0.484,0.321,0.438,0.385,0.278,0.613,0.508,0.541,,
1384,0.593,0.372,0.420,0.49962314463856,0.47275279989555,0.40053967513149,0.631,0.627,0.487,0.317,0.433,0.384,0.272,0.604,0.482,0.534,,
1386,0.564,0.359,0.407,0.48962655904907,0.45151467097174,0.39845869092145,0.576,0.602,0.463,0.307,0.403,0.368,0.261,0.570,0.452,0.506,,
1388,0.558,0.356,0.399,0.48958587700951,0.45082499676723,0.40293971411084,0.576,0.609,0.456,0.301,0.393,0.360,0.259,0.576,0.436,0.497,,
1390,0.576,0.371,0.403,0.49444824331793,0.47185163231909,0.41162656262188,0.622,0.634,0.468,0.304,0.398,0.370,0.260,0.604,0.436,0.504,,
1392,0.597,0.388,0.415,0.49862403709814,0.48997915452951,0.41948547755984,0.654,0.654,0.480,0.310,0.402,0.379,0.269,0.613,0.463,0.518,,
1394,0.620,0.413,0.431,0.50295659628752,0.50420111277072,0.43951170856563,0.626,0.669,0.481,0.327,0.407,0.380,0.294,0.597,0.510,0.527,,
1396,0.687,0.465,0.460,0.52524771996741,0.55148717816641,0.47170843380812,0.665,0.727,0.503,0.354,0.432,0.411,0.325,0.643,0.591,0.569,,
1398,0.745,0.513,0.490,0.54730003943710,0.59582912164505,0.49901654491940,0.691,0.770,0.517,0.381,0.458,0.434,0.354,0.674,0.662,0.612,,
1400,0.835,0.588,0.538,0.58779946015696,0.68530359208213,0.54216032599516,0.836,0.864,0.571,0.417,0.522,0.482,0.392,0.782,0.764,0.690,,
1402,0.915,0.638,0.575,0.61216926088025,0.73978196561144,0.56511756689637,0.942,0.923,0.621,0.449,0.568,0.518,0.418,0.848,0.841,0.744,,
1404,0.948,0.668,0.599,0.62273858967604,0.75673648478804,0.58401666144354,0.944,0.952,0.640,0.470,0.579,0.536,0.440,0.856,0.883,0.768,,
1406,0.976,0.692,0.618,0.63337120531003,0.78265140024558,0.59838693515288,0.984,0.987,0.658,0.485,0.608,0.552,0.455,0.902,0.916,0.794,,
1408,0.961,0.690,0.620,0.63691035812175,0.78455820135830,0.59815279925424,1.000,1.000,0.662,0.490,0.617,0.557,0.453,0.916,0.922,0.796,,
1410,0.952,0.664,0.607,0.62710070401540,0.75642774443869,0.58666312467390,0.966,0.976,0.647,0.481,0.600,0.549,0.446,0.902,0.880,0.758,,
1412,0.935,0.635,0.578,0.61937186038631,0.72619543218116,0.57654614530786,0.936,0.940,0.627,0.461,0.574,0.528,0.427,0.879,0.800,0.720,,
1414,0.872,0.599,0.544,0.60174956617786,0.68001591877640,0.56229817760165,0.883,0.892,0.598,0.431,0.535,0.501,0.402,0.831,0.722,0.669,,
1416,0.773,0.558,0.502,0.57776668587387,0.62314681791359,0.54413898061635,0.792,0.837,0.564,0.400,0.482,0.464,0.373,0.747,0.653,0.608,,
1418,0.663,0.507,0.462,0.54013528902877,0.55912427209511,0.51266896462063,0.683,0.770,0.520,0.377,0.433,0.427,0.346,0.666,0.588,0.535,,
1420,0.562,0.451,0.415,0.51411193018400,0.50767830757184,0.48308924007903,0.624,0.686,0.466,0.336,0.392,0.383,0.316,0.626,0.511,0.503,,
1422,0.513,0.423,0.382,0.49573355587562,0.47674915904464,0.46412628129232,0.594,0.635,0.432,0.311,0.371,0.360,0.292,0.610,0.469,0.476,,
1424,0.466,0.401,0.357,0.47729775152644,0.44519074890813,0.44465538861253,0.561,0.593,0.412,0.281,0.344,0.331,0.268,0.581,0.424,0.446,,
1426,0.433,0.387,0.344,0.46829491580487,0.42678564418774,0.43163511661480,0.556,0.575,0.405,0.264,0.325,0.313,0.249,0.562,0.398,0.431,,
1428,0.411,0.377,0.335,0.46309481548415,0.41259514917704,0.42532132098893,0.529,0.552,0.391,0.258,0.315,0.300,0.243,0.532,0.388,0.410,,
1430,0.388,0.368,0.331,0.45517934692485,0.39271626150318,0.41669438431987,0.503,0.533,0.387,0.256,0.311,0.294,0.245,0.511,0.389,0.403,,
1432,0.382,0.367,0.334,0.45796413986769,0.38949995882749,0.41428263178417,0.506,0.527,0.392,0.259,0.309,0.298,0.245,0.513,0.392,0.411,,
1434,0.379,0.362,0.340,0.44950199081779,0.38530121205377,0.41146141464912,0.505,0.527,0.394,0.262,0.307,0.299,0.247,0.501,0.389,0.422,,
1436,0.367,0.358,0.346,0.43708029871686,0.37066742262598,0.40771639766906,0.475,0.524,0.392,0.266,0.303,0.297,0.255,0.488,0.383,0.416,,
1438,0.375,0.369,0.358,0.44878559751859,0.38418012125341,0.41224616677741,0.481,0.528,0.396,0.274,0.306,0.303,0.263,0.501,0.403,0.427,,
1440,0.385,0.376,0.361,0.45976311264875,0.39293258443292,0.41436382453505,0.497,0.532,0.406,0.278,0.315,0.309,0.269,0.515,0.416,0.433,,
1442,0.386,0.376,0.363,0.46089261030773,0.39425366101085,0.40846628613762,0.505,0.544,0.417,0.284,0.318,0.311,0.270,0.502,0.421,0.430,,
1444,0.390,0.382,0.367,0.45724586740992,0.39362697260555,0.41169135875076,0.497,0.547,0.420,0.284,0.318,0.316,0.277,0.495,0.432,0.422,,
1446,0.384,0.382,0.366,0.45319508600256,0.38613778487620,0.41117822618560,0.481,0.536,0.411,0.281,0.315,0.319,0.281,0.478,0.434,0.420,,
1448,0.388,0.386,0.370,0.45332996606336,0.39090079474836,0.41670967241982,0.482,0.545,0.413,0.274,0.315,0.317,0.282,0.473,0.431,0.423,,
1450,0.398,0.384,0.362,0.45626661734295,0.35639534633304,0.39912266887209,0.460,0.509,0.393,0.298,0.328,0.319,0.304,0.473,0.439,0.425,,
1452,0.408,0.383,0.353,0.45934289809373,0.32024924332484,0.38069943487729,0.436,0.471,0.372,0.325,0.341,0.322,0.327,0.473,0.448,0.427,,
1454,0.418,0.381,0.343,0.46256901288460,0.28234265046719,0.36137890097796,0.411,0.432,0.350,0.353,0.356,0.325,0.352,0.473,0.457,0.429,,
1456,0.420,0.366,0.318,0.42838179578563,0.26385105821603,0.34769046182349,0.387,0.429,0.343,0.351,0.341,0.313,0.353,0.442,0.460,0.394,,
1458,0.443,0.393,0.318,0.44541747955498,0.25457258169092,0.35856399305962,0.395,0.440,0.366,0.369,0.337,0.328,0.356,0.433,0.494,0.400,,
1460,0.455,0.415,0.351,0.48823401375221,0.27852970205617,0.37479961889219,0.420,0.446,0.385,0.390,0.375,0.357,0.380,0.465,0.512,0.425,,
1462,0.454,0.412,0.358,0.49061728741784,0.28484895299721,0.37335606411707,0.411,0.441,0.379,0.395,0.384,0.363,0.385,0.479,0.507,0.436,,
1464,0.453,0.405,0.346,0.47618470343232,0.27572436371772,0.36389600367760,0.385,0.433,0.366,0.391,0.371,0.354,0.376,0.455,0.498,0.428,,
1466,0.443,0.399,0.351,0.45888038224510,0.26733837399961,0.35251069911422,0.381,0.434,0.362,0.394,0.383,0.350,0.385,0.458,0.507,0.413,,
1468,0.423,0.382,0.351,0.44494743092626,0.25908130627349,0.33544822237173,0.380,0.425,0.350,0.375,0.380,0.340,0.370,0.458,0.494,0.416,,
1470,0.403,0.358,0.336,0.42584406107249,0.24498279410400,0.31530474728535,0.362,0.400,0.327,0.358,0.357,0.327,0.352,0.442,0.468,0.408,,
1472,0.380,0.326,0.308,0.39568431893605,0.22053565649307,0.28094309115256,0.317,0.343,0.274,0.322,0.314,0.282,0.310,0.392,0.411,0.367,,
1474,0.325,0.284,0.278,0.33968325109303,0.18950609363605,0.24808707174386,0.282,0.304,0.244,0.298,0.287,0.255,0.282,0.376,0.373,0.342,,
1476,0.279,0.259,0.252,0.30450439195355,0.16652144789416,0.22946234816516,0.274,0.282,0.231,0.265,0.263,0.231,0.258,0.366,0.336,0.335,,
1478,0.249,0.242,0.229,0.28460133733481,0.15356636074453,0.21452359075684,0.269,0.267,0.215,0.231,0.235,0.211,0.229,0.359,0.283,0.316,,
1480,0.228,0.225,0.207,0.26248534881542,0.14552321062856,0.19496437308821,0.255,0.247,0.203,0.206,0.213,0.195,0.205,0.341,0.244,0.294,,
1482,0.204,0.200,0.195,0.24096911370006,0.13614936326913,0.17604784376924,0.240,0.227,0.188,0.189,0.202,0.181,0.180,0.325,0.216,0.272,,
1484,0.192,0.189,0.188,0.23007302522073,0.13069676656307,0.17042593531858,0.226,0.216,0.178,0.185,0.197,0.173,0.171,0.330,0.197,0.262,,
1486,0.182,0.180,0.181,0.21771518297681,0.12337128462119,0.16244268066903,0.213,0.205,0.165,0.173,0.185,0.159,0.153,0.326,0.180,0.254,,
1488,0.173,0.176,0.165,0.19532042208108,0.11762649533443,0.15376375956918,0.181,0.193,0.152,0.157,0.175,0.147,0.136,0.308,0.174,0.234,,
1490,0.170,0.163,0.154,0.18740343955613,0.10860445974422,0.15046765973872,0.178,0.190,0.162,0.158,0.174,0.139,0.132,0.309,0.181,0.230,,
1492,0.178,0.171,0.171,0.22224499383995,0.12037805519950,0.16534514877507,0.201,0.197,0.167,0.181,0.185,0.146,0.156,0.304,0.182,0.247,,
1494,0.181,0.167,0.168,0.22830768778517,0.11851568271932,0.16050650270015,0.198,0.202,0.169,0.184,0.184,0.153,0.161,0.314,0.182,0.245,,
1496,0.182,0.158,0.160,0.22238698622551,0.11990440360747,0.15554749226158,0.200,0.201,0.160,0.177,0.178,0.144,0.151,0.319,0.180,0.221,,
1498,0.184,0.153,0.158,0.23011778330589,0.12042800123355,0.15575758673604,0.198,0.205,0.161,0.186,0.184,0.149,0.156,0.320,0.176,0.215,,
1500,0.189,0.165,0.160,0.23550416975582,0.12673461911174,0.16571445191967,0.209,0.206,0.169,0.188,0.198,0.163,0.160,0.313,0.185,0.216,,
1502,0.193,0.168,0.164,0.24396889795226,0.13332280508873,0.17270305570502,0.200,0.214,0.174,0.189,0.202,0.171,0.154,0.291,0.188,0.226,,
1504,0.184,0.154,0.151,0.23077637540179,0.11910109075693,0.16898535147351,0.171,0.209,0.171,0.175,0.192,0.158,0.142,0.289,0.184,0.216,,
1506,0.154,0.118,0.123,0.17770370372355,0.09231285811075,0.12304563883853,0.123,0.166,0.135,0.125,0.147,0.125,0.114,0.247,0.177,0.170,,
1508,0.176,0.128,0.115,0.17200712781243,0.09421082474719,0.12534680442685,0.119,0.187,0.143,0.156,0.168,0.131,0.147,0.259,0.165,0.191,,
1510,0.200,0.149,0.153,0.25714789855983,0.12055650313242,0.17663719841267,0.172,0.233,0.188,0.192,0.192,0.155,0.171,0.307,0.187,0.217,,
1512,0.215,0.166,0.165,0.29648635763872,0.14863325169756,0.21167464012730,0.223,0.258,0.217,0.210,0.205,0.177,0.171,0.320,0.208,0.244,,
1514,0.222,0.179,0.163,0.30135570387157,0.15459026506823,0.22754058151792,0.242,0.267,0.232,0.225,0.214,0.188,0.184,0.324,0.219,0.244,,
1516,0.216,0.178,0.155,0.29282246993146,0.14340355767031,0.20562648344122,0.230,0.241,0.214,0.238,0.204,0.171,0.176,0.306,0.224,0.222,,
1518,0.254,0.202,0.173,0.33590892553423,0.16518415494109,0.23755257674609,0.240,0.258,0.214,0.260,0.207,0.214,0.215,0.289,0.244,0.234,,
1520,0.248,0.188,0.159,0.33152790781452,0.15693495788591,0.23508127261759,0.222,0.249,0.196,0.233,0.174,0.224,0.211,0.283,0.225,0.235,,
1522,0.267,0.218,0.183,0.34503288466106,0.17650363234251,0.26497377322761,0.256,0.278,0.240,0.264,0.198,0.254,0.264,0.315,0.272,0.231,,
1524,0.297,0.250,0.213,0.37933538735018,0.21065435765786,0.29207985257425,0.279,0.302,0.272,0.306,0.236,0.284,0.286,0.317,0.291,0.241,,
1526,0.323,0.266,0.225,0.41321550312584,0.23580485173248,0.31765247452763,0.295,0.336,0.290,0.329,0.264,0.303,0.311,0.353,0.305,0.268,,
1528,0.340,0.278,0.247,0.44606204686953,0.26141104283903,0.35907083163588,0.355,0.395,0.342,0.346,0.295,0.323,0.333,0.368,0.335,0.297,,
1530,0.347,0.288,0.259,0.47055674266826,0.27853557507569,0.38415486148965,0.364,0.412,0.356,0.365,0.314,0.338,0.352,0.396,0.357,0.310,,
1532,0.355,0.286,0.251,0.47767372484236,0.28798048460927,0.38793721426885,0.338,0.399,0.347,0.372,0.323,0.339,0.354,0.389,0.350,0.300,,
1534,0.379,0.307,0.274,0.52564537331759,0.31967928059642,0.42810242156708,0.364,0.433,0.376,0.393,0.343,0.374,0.380,0.405,0.374,0.320,,
1536,0.384,0.324,0.289,0.54905504336388,0.33358109488324,0.45674871240014,0.398,0.461,0.398,0.404,0.363,0.386,0.391,0.407,0.383,0.329,,
1538,0.368,0.301,0.280,0.51517778937439,0.32083247987513,0.44146150448820,0.365,0.450,0.394,0.377,0.337,0.373,0.346,0.379,0.358,0.302,,
1540,0.378,0.278,0.266,0.51732583539707,0.30914073126629,0.44315452016974,0.334,0.460,0.390,0.391,0.312,0.371,0.322,0.360,0.346,0.312,,
1542,0.430,0.336,0.280,0.60293531933262,0.35189198275187,0.52002919674400,0.414,0.515,0.442,0.436,0.353,0.391,0.378,0.381,0.409,0.356,,
1544,0.446,0.366,0.315,0.63203687382579,0.37416584681410,0.55019257301706,0.460,0.520,0.456,0.446,0.383,0.430,0.415,0.394,0.426,0.382,,
1546,0.439,0.381,0.348,0.64749308984810,0.38748552333331,0.54851521297597,0.493,0.524,0.457,0.463,0.406,0.442,0.436,0.460,0.443,0.411,,
1548,0.442,0.384,0.352,0.65527650077179,0.39590266860604,0.55975894208746,0.489,0.516,0.449,0.471,0.413,0.445,0.445,0.478,0.453,0.415,,
1550,0.446,0.393,0.367,0.66328595876543,0.40488723070683,0.56976225123118,0.493,0.521,0.455,0.484,0.430,0.450,0.449,0.477,0.468,0.415,,
1552,0.453,0.399,0.374,0.67375344845178,0.41370850344655,0.57519465264018,0.494,0.515,0.456,0.500,0.436,0.452,0.453,0.483,0.474,0.416,,
1554,0.452,0.404,0.384,0.67090795641387,0.40873204499055,0.57262283665363,0.495,0.517,0.461,0.505,0.439,0.462,0.457,0.474,0.488,0.416,,
1556,0.451,0.399,0.382,0.65790900223277,0.39866458032775,0.56381713370709,0.489,0.517,0.468,0.504,0.431,0.451,0.455,0.458,0.479,0.408,,
1558,0.420,0.361,0.348,0.58609244963352,0.34581037338449,0.51245055734232,0.440,0.484,0.435,0.470,0.366,0.428,0.424,0.413,0.431,0.383,,
1560,0.484,0.428,0.401,0.65250721412717,0.40255011926314,0.57556047822454,0.496,0.523,0.490,0.529,0.438,0.472,0.478,0.476,0.505,0.448,,
1562,0.513,0.452,0.436,0.69306675094607,0.43751302371037,0.59842612075653,0.532,0.543,0.504,0.557,0.474,0.483,0.498,0.535,0.541,0.481,,
1564,0.527,0.464,0.454,0.70266581606135,0.44236198595757,0.59874468726598,0.546,0.551,0.504,0.575,0.488,0.495,0.515,0.551,0.567,0.498,,
1566,0.551,0.489,0.480,0.71341211378455,0.46306572457880,0.60596441153997,0.573,0.572,0.512,0.584,0.501,0.507,0.528,0.592,0.585,0.522,,
1568,0.564,0.498,0.491,0.70568248751818,0.46146244916724,0.60309150433414,0.568,0.569,0.506,0.589,0.504,0.511,0.533,0.583,0.600,0.531,,
1570,0.619,0.540,0.529,0.70951315589126,0.47805744465159,0.61027995102570,0.591,0.600,0.516,0.617,0.530,0.537,0.564,0.620,0.638,0.580,,
1572,0.681,0.588,0.561,0.72176983214179,0.50713560954603,0.62218382338413,0.630,0.635,0.539,0.643,0.557,0.566,0.592,0.686,0.697,0.641,,
1574,0.719,0.620,0.571,0.72644018311943,0.52260535788190,0.63198121519090,0.631,0.643,0.542,0.655,0.569,0.578,0.609,0.691,0.731,0.665,,
1576,0.771,0.674,0.607,0.72604998579111,0.52935884127382,0.64276785256945,0.645,0.686,0.564,0.690,0.592,0.599,0.655,0.687,0.796,0.696,,
1578,0.877,0.742,0.673,0.73838573899589,0.56956370621065,0.64943407048649,0.725,0.748,0.597,0.739,0.665,0.651,0.709,0.818,0.890,0.782,,
1580,0.961,0.797,0.714,0.75750749033073,0.61515468538132,0.66317699914070,0.793,0.769,0.616,0.764,0.715,0.684,0.734,0.920,0.939,0.845,,
1582,0.984,0.822,0.748,0.76947369897275,0.64521757274043,0.66959151934948,0.836,0.772,0.635,0.784,0.753,0.704,0.751,0.974,0.985,0.895,,
1584,1.000,0.830,0.767,0.77429525285297,0.66175670139300,0.66832716951680,0.860,0.764,0.652,0.789,0.775,0.712,0.756,0.997,0.981,0.904,,
1586,0.963,0.819,0.771,0.78070896699347,0.66843174115072,0.66603043089589,0.868,0.746,0.666,0.784,0.776,0.708,0.744,1.000,1.000,0.896,,
1588,0.914,0.789,0.756,0.78292878105030,0.66436846336481,0.66431132960108,0.852,0.720,0.668,0.764,0.755,0.692,0.727,0.976,0.964,0.867,,
1590,0.879,0.746,0.725,0.77588197231145,0.65038391631734,0.65627654904372,0.822,0.694,0.661,0.735,0.724,0.669,0.699,0.932,0.912,0.820,,
1592,0.826,0.696,0.696,0.76000977853565,0.62532526633145,0.63938174919597,0.800,0.673,0.653,0.695,0.687,0.638,0.655,0.878,0.838,0.765,,
1594,0.762,0.644,0.653,0.73591540940321,0.59502961673447,0.61596390991660,0.760,0.642,0.630,0.656,0.642,0.608,0.612,0.826,0.772,0.703,,
1596,0.699,0.590,0.603,0.71813707748336,0.57159643990939,0.59478085752293,0.727,0.608,0.611,0.616,0.606,0.579,0.566,0.789,0.681,0.644,,
1598,0.647,0.549,0.557,0.70428096774787,0.55305283365210,0.57550904914964,0.696,0.578,0.595,0.572,0.576,0.548,0.518,0.749,0.635,0.607,,
1600,0.603,0.507,0.515,0.68193974415508,0.52379280263801,0.55547861792223,0.661,0.552,0.578,0.539,0.543,0.518,0.478,0.704,0.568,0.567,,
1602,0.569,0.467,0.478,0.66354198160652,0.49984372070203,0.54191678799345,0.623,0.532,0.563,0.506,0.506,0.488,0.442,0.651,0.517,0.523,,
1604,0.534,0.427,0.443,0.64294119179604,0.47708096320828,0.52172148774160,0.597,0.509,0.545,0.467,0.471,0.460,0.402,0.614,0.482,0.489,,
1606,0.501,0.393,0.415,0.62053320136744,0.45106916996627,0.49967649732543,0.568,0.491,0.531,0.440,0.442,0.433,0.369,0.582,0.455,0.454,,
1608,0.475,0.366,0.392,0.60310192279993,0.42860363884478,0.48189705503727,0.533,0.469,0.510,0.415,0.414,0.409,0.344,0.549,0.425,0.424,,
1610,0.451,0.338,0.364,0.58380496579523,0.41143701357217,0.46333305931802,0.512,0.449,0.492,0.391,0.389,0.388,0.322,0.537,0.395,0.406,,
1612,0.430,0.319,0.346,0.56182745196106,0.39505680020203,0.44524459057655,0.492,0.427,0.476,0.368,0.369,0.371,0.303,0.529,0.371,0.389,,
