# SPCal Export 1.2.7
# Date,Mon Jul 15 18:28:00 2024
# File,C:\Users\p1196157\Documents\Guadalupe\SP-ICP-MS\Raw data\2024-05-28_Cu_AF_paint\2-10_3.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,6,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041521992,
# Mass fraction,0.8881,
# Molar mass,143.09,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Poisson (alpha=0.001)
#
# Detection results,Cu,
# Particle number,3887
# Number error,62.34581
# Number concentration,5.298862e+09,#/L
# Mass concentration,0.50501607,μg/L
#
# Background,7.3965597,counts
#,11.726485,nm
# Background error,4.1116042,counts
# Ionic background,3.066567,μg/L
#
# Mean,Cu,
#,139.15505,counts
#,9.5306514e-11,μg
#,29.51908,nm
#,5.7183908e-16,m³
# Median,Cu,
#,102.40517,counts
#,7.0136726e-11,μg
#,28.157788,nm
#,4.2082035e-16,m³
# Limits of detection,Cu,
#,18.440503,counts
#,1.2629797e-11,μg
#,15.900673,nm
#,7.5778785e-17,m³
#
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,
s,counts,μg,nm,m³
0.01205,111.96468,7.6683985e-11,29.008032,4.6010391e-16
0.03635,49.964603,3.4220477e-11,22.167262,2.0532286e-16
0.0399,129.40521,8.8628906e-11,30.44214,5.3177344e-16
0.04805,48.202576,3.3013674e-11,21.903558,1.9808205e-16
0.0581,123.4052,8.4519534e-11,29.964181,5.0711721e-16
0.06075,105.96466,7.2574603e-11,28.480324,4.3544762e-16
0.0705,63.524113,4.3507309e-11,24.014347,2.6104386e-16
0.07295,83.964638,5.7506911e-11,26.354618,3.4504146e-16
0.0864,94.524155,6.4739065e-11,27.41609,3.8843439e-16
0.08775,80.083641,5.4848838e-11,25.942143,3.2909303e-16
0.1015,79.405144,5.4384139e-11,25.868672,3.2630483e-16
0.11005,53.202587,3.6438154e-11,22.636129,2.1862893e-16
0.13905,78.083618,5.3479033e-11,25.724359,3.208742e-16
0.1424,449.93024,3.081547e-10,46.118267,1.8489282e-15
0.16155,44.321571,3.0355596e-11,21.299184,1.8213358e-16
0.163,115.64322,7.9203394e-11,29.322296,4.7522036e-16
0.18745,110.84569,7.5917592e-11,28.911071,4.5550555e-16
0.18865,127.08376,8.7038953e-11,30.259002,5.2223372e-16
0.20595,174.48877,1.1950638e-10,33.631565,7.1703829e-16
0.21715,325.84647,2.2317042e-10,41.415438,1.3390225e-15
0.2377,50.643085,3.4685166e-11,22.26715,2.08111e-16
0.24385,47.083591,3.2247288e-11,21.732738,1.9348373e-16
0.26505,118.9647,8.1478257e-11,29.60038,4.8886954e-16
0.2815,94.643158,6.4820569e-11,27.42759,3.8892342e-16
0.2856,186.5244,1.2774952e-10,34.3877,7.664971e-16
0.2919,64.524109,4.4192201e-11,24.139703,2.6515321e-16
0.295,80.405144,5.5069033e-11,25.976813,3.304142e-16
0.2985,82.762131,5.668332e-11,26.228199,3.4009992e-16
0.32355,155.96481,1.0681943e-10,32.396652,6.4091657e-16
0.32485,172.96478,1.1846261e-10,33.533366,7.1077567e-16
0.32615,125.96471,8.6272523e-11,30.169923,5.1763514e-16
0.3334,67.643105,4.6328384e-11,24.522557,2.779703e-16
0.3555,75.524132,5.1726055e-11,25.440159,3.1035633e-16
0.35685,107.08367,7.3341008e-11,28.580227,4.4004605e-16
0.37775,78.202637,5.3560548e-11,25.737422,3.2136329e-16
0.3795,237.52455,1.6267924e-10,37.272977,9.7607542e-16
0.3934,138.28621,9.4711451e-11,31.123197,5.6826871e-16
0.3996,132.52422,9.0765094e-11,30.684779,5.4459056e-16
0.4141,94.643166,6.4820575e-11,27.427591,3.8892345e-16
0.4177,121.28621,8.3068246e-11,29.791684,4.9840948e-16
0.4237,44.643082,3.0575797e-11,21.350562,1.8345478e-16
0.4438,61.643108,4.221902e-11,23.77494,2.5331412e-16
0.4683,92.286163,6.3206277e-11,27.197988,3.7923766e-16
0.4975,170.16727,1.1654661e-10,33.351594,6.9927966e-16
0.49855,54.202591,3.7123051e-11,22.777074,2.2273831e-16
0.5147,61.643101,4.2219015e-11,23.774939,2.5331409e-16
0.5425,89.524155,6.1314593e-11,26.923901,3.6788756e-16
0.5505,195.64345,1.339951e-10,34.939205,8.0397062e-16
0.55855,169.72676,1.1624491e-10,33.32279,6.9746945e-16
0.5653,70.405121,4.8220073e-11,24.851885,2.8932044e-16
0.5793,99.524185,6.8163558e-11,27.891217,4.0898135e-16
0.5891,89.04818,6.09886e-11,26.876101,3.659316e-16
0.592,52.762081,3.6136454e-11,22.573482,2.1681873e-16
0.63795,146.0838,1.0005198e-10,31.697519,6.0031187e-16
0.6453,148.52428,1.0172345e-10,31.873058,6.1034068e-16
0.64935,35.202564,2.4110039e-11,19.724955,1.4466024e-16
0.66235,51.083595,3.4986869e-11,22.331526,2.0992121e-16
0.6673,72.405128,4.9589867e-11,25.085015,2.975392e-16
0.6751,202.5244,1.3870783e-10,35.344109,8.3224697e-16
0.6822,64.643112,4.4273706e-11,24.154534,2.6564224e-16
0.6832,43.76207,2.9972397e-11,21.209179,1.7983438e-16
0.691,81.524139,5.5835427e-11,26.096764,3.3501256e-16
0.6951,87.524139,5.9944794e-11,26.721892,3.5966876e-16
0.71665,187.96492,1.2873612e-10,34.475998,7.7241673e-16
0.71905,134.08376,9.1833214e-11,30.804675,5.5099928e-16
0.72285,86.964645,5.9561599e-11,26.66483,3.573696e-16
0.7515,121.6432,8.331275e-11,29.820885,4.998765e-16
0.76825,93.083656,6.3752476e-11,27.276108,3.8251485e-16
0.7769,149.16724,1.0216381e-10,31.918984,6.1298283e-16
0.78495,72.96463,4.9973067e-11,25.149463,2.998384e-16
0.7936,189.52435,1.2980417e-10,34.571078,7.7882502e-16
0.8001,26.881042,1.8410676e-11,18.029068,1.1046405e-16
0.8082,146.28625,1.0019064e-10,31.712155,6.0114383e-16
0.8099,61.643108,4.221902e-11,23.77494,2.5331412e-16
0.81335,89.845665,6.1534793e-11,26.956094,3.6920876e-16
0.81965,116.08369,7.9505073e-11,29.359478,4.7703044e-16
0.8412,108.52419,7.4327613e-11,28.707813,4.4596568e-16
0.85845,68.964622,4.7233484e-11,24.681225,2.8340091e-16
0.87735,46.083588,3.1562391e-11,21.577776,1.8937435e-16
0.914,73.286133,5.0193262e-11,25.186347,3.0115957e-16
0.9346,116.52419,7.9806768e-11,29.396567,4.7884061e-16
0.93695,110.08371,7.5395717e-11,28.844672,4.523743e-16
0.94005,64.845627,4.4412407e-11,24.179732,2.6647444e-16
0.97145,239.9651,1.6435076e-10,37.400202,9.8610454e-16
0.98985,130.20276,8.9175141e-11,30.504552,5.3505085e-16
0.9996,75.524139,5.1726061e-11,25.44016,3.1035636e-16
1.011,186.5244,1.2774952e-10,34.3877,7.664971e-16
1.01875,269.84613,1.8481611e-10,38.892272,1.1088966e-15
1.0263,106.52419,7.2957819e-11,28.530365,4.3774691e-16
1.0548,89.643143,6.1396087e-11,26.935824,3.6837652e-16
1.0584,90.405151,6.1917982e-11,27.011932,3.7150789e-16
1.0644,73.64312,5.0437761e-11,25.227176,3.0262657e-16
1.0691,210.16742,1.4394249e-10,35.783244,8.6365494e-16
1.07765,92.083656,6.3067581e-11,27.17808,3.7840549e-16
1.1014,226.40553,1.5506388e-10,36.68205,9.303833e-16
1.1038,51.643082,3.5370058e-11,22.412758,2.1222035e-16
1.1249,229.40543,1.5711849e-10,36.843353,9.4271096e-16
1.13115,93.964668,6.4355876e-11,27.361891,3.8613525e-16
1.1389,477.81165,3.2725052e-10,47.051863,1.9635031e-15
1.1591,60.643097,4.1534118e-11,23.645674,2.4920471e-16
1.1635,91.524147,6.2684376e-11,27.122922,3.7610626e-16
1.1771,61.643101,4.2219015e-11,23.774939,2.5331409e-16
1.1883,118.2862,8.1013558e-11,29.543999,4.8608135e-16
1.1905,69.524109,4.7616673e-11,24.747788,2.8570004e-16
1.1942,110.6432,7.5778906e-11,28.893456,4.5467344e-16
1.23,198.92937,1.3624561e-10,35.133726,8.1747366e-16
1.248,79.524124,5.4465628e-11,25.881586,3.2679377e-16
1.26555,132.84572,9.0985289e-11,30.709572,5.4591174e-16
1.28885,152.72678,1.0460171e-10,32.170883,6.2761029e-16
1.2939,61.643105,4.2219018e-11,23.774939,2.5331411e-16
1.3009,53.643097,3.6739857e-11,22.698432,2.2043914e-16
1.3024,111.28618,7.6219281e-11,28.949317,4.5731569e-16
1.30355,45.202579,3.0958994e-11,21.439385,1.8575396e-16
1.3173,105.6432,7.2354434e-11,28.451495,4.341266e-16
1.31805,84.202644,5.766992e-11,26.379496,3.4601952e-16
1.33285,48.202576,3.3013674e-11,21.903558,1.9808205e-16
1.33695,164.84581,1.1290197e-10,33.000249,6.7741184e-16
1.35295,104.84567,7.1808215e-11,28.379719,4.3084929e-16
1.35515,50.202583,3.4383469e-11,22.202401,2.0630081e-16
1.3685,77.524139,5.3095849e-11,25.662772,3.185751e-16
1.38115,73.083618,5.0054561e-11,25.163126,3.0032737e-16
1.38475,186.9649,1.2805122e-10,34.41475,7.683073e-16
