# SPCal Export 1.2.4
# Date,Mon Jun 24 22:13:16 2024
# File,C:\Users\Public\Documents\PerkinElmer Syngistix\ICPMS\Nano\RawData\Guadalupe RawData\2024-05-28_Cu_AF_paint\4-10_2.csv
# Acquisition events,499999
#
# Options and inputs,Cu,
# Density,8.92,g/cm3
# Dwelltime,0.1,ms
# Efficiency,0.0041561106,
# Mass fraction,1,
# Molar mass,63.546,g/mol
# Response,2.412,counts/(μg/L)
# Time,49.9999,s
# Uptake,0.212,ml/min
#
# Limit method,Poisson (alpha=0.001)
#
# Detection results,Cu,
# Particle number,1753
# Number error,41.868843
# Number concentration,2.3874873e+09,#/L
# Mass concentration,0.21450778,μg/L
#
# Background,8.3228073,counts
#,10.275436,nm
# Background error,3.9424829,counts
# Ionic background,3.4505835,μg/L
#
# Mean,Cu,
#,147.57323,counts
#,8.984667e-11,μg
#,25.133981,nm
#,8.014323e-16,m³
# Median,Cu,
#,101.84182,counts
#,6.2004121e-11,μg
#,23.6784,nm
#,5.5307676e-16,m³
# Limits of detection,Cu,
#,19.141668,counts
#,1.1653978e-11,μg
#,13.563452,nm
#,1.0395348e-16,m³
#
# Peak composition,count,Cu,,error
# Raw detection data
Time,Cu,,Cu,,Cu,,Cu,,cluster idx,cluster idx,cluster idx
s,counts,μg,nm,m³,signal,mass,size
7.244,711.70337,4.3330473e-10,45.269947,3.8650782e-15,1,1,1
7.2615,231.1339,1.4072072e-10,31.117034,1.2552288e-15,1,1,1
7.32245,261.84216,1.5941676e-10,32.438207,1.4219975e-15,1,1,1
7.34625,312.84253,1.904672e-10,34.420637,1.6989674e-15,1,1,1
7.36015,172.99199,1.0532232e-10,28.252202,9.3947506e-16,1,1,1
7.3811,113.13353,6.8878827e-11,24.523028,6.1439914e-16,1,1,1
7.39225,357.55948,2.1769212e-10,35.988168,1.9418137e-15,1,1,1
7.421,139.98357,8.5225873e-11,26.327078,7.6021479e-16,1,1,1
7.449,120.13353,7.3140621e-11,25.018718,6.5241434e-16,1,1,1
7.49455,55.708435,3.3916839e-11,19.364991,3.025382e-16,1,1,1
7.5301,87.133469,5.304927e-11,22.478741,4.7319949e-16,1,1,1
7.5591,33.566719,2.0436349e-11,16.356107,1.8229223e-16,1,1,1
7.58335,139.99194,8.5230974e-11,26.327603,7.6026028e-16,1,1,1
7.6574,131.26689,7.991892e-11,25.76887,7.1287677e-16,1,1,1
7.67405,98.275162,5.9832641e-11,23.398691,5.3370716e-16,1,1,1
7.68285,206.40866,1.2566731e-10,29.965368,1.1209524e-15,1,1,1
7.68715,129.27521,7.8706328e-11,25.637877,7.0206044e-16,1,1,1
7.72435,69.991776,4.2612932e-11,20.895815,3.8010735e-16,1,1,1
7.76635,75.841797,4.6174587e-11,21.462477,4.1187732e-16,1,1,1
7.78,163.13361,9.9320259e-11,27.704998,8.8593671e-16,1,1,1
7.78935,120.2752,7.3226874e-11,25.028549,6.5318371e-16,1,1,1
7.8637,118.7002,7.2267967e-11,24.918819,6.4463027e-16,1,1,1
7.9007,137.26691,8.3571896e-11,26.155655,7.4546131e-16,1,1,1
7.92695,124.27523,7.5662203e-11,25.30299,6.7490685e-16,1,1,1
7.9393,239.41722,1.4576384e-10,31.484401,1.3002134e-15,1,1,1
7.9437,609.41931,3.7103136e-10,42.988179,3.3095997e-15,1,1,1
7.9449,141.70029,8.627106e-11,26.434264,7.6953786e-16,1,1,1
7.988,89.133476,5.426693e-11,22.649429,4.8406101e-16,1,1,1
8.021,92.133484,5.6093417e-11,22.900738,5.0035328e-16,1,1,1
8.04425,329.97562,2.008983e-10,35.037862,1.7920128e-15,1,1,1
8.07165,74.991783,4.5657075e-11,21.381994,4.0726111e-16,1,1,1
8.0996,139.13359,8.4708385e-11,26.273684,7.5559879e-16,1,1,1
8.1324,383.41791,2.3343544e-10,36.835602,2.0822442e-15,1,1,1
8.13915,40.425056,2.4611894e-11,17.401787,2.195381e-16,1,1,1
8.1631,43.850067,2.6697136e-11,17.879981,2.3813845e-16,1,1,1
8.2613,66.133438,4.0263869e-11,20.504571,3.5915371e-16,1,1,1
8.26955,192.842,1.1740755e-10,29.293922,1.0472753e-15,1,1,1
8.3539,51.850082,3.1567767e-11,18.907182,2.8158448e-16,1,1,1
8.3625,122.13353,7.4358276e-11,25.156793,6.6327583e-16,1,1,1
8.3766,334.98407,2.0394758e-10,35.214243,1.8192124e-15,1,1,1
8.46745,138.40855,8.4266962e-11,26.227967,7.516613e-16,1,1,1
8.4765,262.83383,1.6002052e-10,32.479106,1.427383e-15,1,1,1
8.51135,57.708427,3.5134489e-11,19.594013,3.1339965e-16,1,1,1
8.5436,328.98401,2.0029458e-10,35.002729,1.7866276e-15,1,1,1
8.59505,403.40921,2.456067e-10,37.464986,2.1908118e-15,1,1,1
8.60425,73.991776,4.5048243e-11,21.286526,4.0183033e-16,1,1,1
8.60905,68.991768,4.20041e-11,20.795821,3.7467657e-16,1,1,1
8.66195,59.991764,3.6524648e-11,19.849102,3.2579986e-16,1,1,1
8.6815,87.416801,5.3221771e-11,22.503079,4.7473819e-16,1,1,1
8.6833,77.133453,4.6960983e-11,21.583634,4.1889197e-16,1,1,1
8.685,119.41685,7.270429e-11,24.968868,6.4852226e-16,1,1,1
8.70015,34.425053,2.0958926e-11,16.494349,1.8695362e-16,1,1,1
8.71995,164.27528,1.0001534e-10,27.769478,8.9213687e-16,1,1,1
8.72435,667.12811,4.0616608e-10,44.304386,3.6230014e-15,1,1,1
8.7305,124.13355,7.5575946e-11,25.29337,6.7413744e-16,1,1,1
8.7773,72.416779,4.4089341e-11,21.134406,3.9327692e-16,1,1,1
8.84105,64.708435,3.9396288e-11,20.356227,3.5141489e-16,1,1,1
8.8986,116.70019,7.1050307e-11,24.778071,6.3376874e-16,1,1,1
8.92335,108.99184,6.635725e-11,24.220046,5.9190667e-16,1,1,1
8.9668,1849.2587,1.1258799e-09,62.236171,1.0042849e-14,1,1,1
8.9764,53.56675,3.2612921e-11,19.113582,2.9090726e-16,1,1,1
9.0579,86.983482,5.2957954e-11,22.465835,4.7238495e-16,1,1,1
9.06745,74.991776,4.5657071e-11,21.381993,4.0726107e-16,1,1,1
9.099,324.41745,1.9751433e-10,34.840019,1.7618278e-15,1,1,1
9.14455,60.99176,3.7133473e-11,19.958782,3.3123058e-16,1,1,1
9.1709,139.13359,8.4708385e-11,26.273684,7.5559879e-16,1,1,1
9.18155,144.99196,8.8275121e-11,26.637387,7.8741408e-16,1,1,1
9.1866,74.850113,4.5570822e-11,21.368521,4.0649174e-16,1,1,1
9.20555,361.99289,2.203913e-10,36.136298,1.9658904e-15,1,1,1
9.2392,56.85009,3.461191e-11,19.496382,3.0873824e-16,1,1,1
9.2626,45.850075,2.7914796e-11,18.147786,2.4899998e-16,1,1,1
9.26635,143.55858,8.740244e-11,26.549317,7.7962976e-16,1,1,1
9.288,109.85018,6.6879834e-11,24.28346,5.9656812e-16,1,1,1
9.29445,104.99184,6.3921939e-11,23.920054,5.7018369e-16,1,1,1
9.29725,122.27521,7.4444534e-11,25.166517,6.6404524e-16,1,1,1
9.315,445.70154,2.7135544e-10,38.730968,2.4204906e-15,1,1,1
9.33405,49.708412,3.0263858e-11,18.643192,2.6995362e-16,1,1,1
9.39425,103.99184,6.3313111e-11,23.843869,5.6475295e-16,1,1,1
9.4032,63.133438,3.8437386e-11,20.189712,3.4286148e-16,1,1,1
9.42745,135.84193,8.2704333e-11,26.064832,7.3772265e-16,1,1,1
9.43585,155.12529,9.4444574e-11,27.244019,8.424456e-16,1,1,1
9.4613,64.416786,3.9218724e-11,20.325598,3.4983102e-16,1,1,1
9.4989,116.41684,7.0877797e-11,24.758001,6.3222995e-16,1,1,1
9.5131,115.98351,7.0613976e-11,24.727245,6.2987666e-16,1,1,1
9.5339,93.850151,5.7138572e-11,23.042095,5.0967606e-16,1,1,1
9.56175,284.84222,1.7341984e-10,33.361464,1.5469049e-15,1,1,1
9.5746,139.98358,8.5225883e-11,26.327079,7.6021487e-16,1,1,1
9.586,93.416832,5.6874755e-11,23.006578,5.0732282e-16,1,1,1
9.6245,29.566715,1.8001035e-11,15.678746,1.6056924e-16,1,1,1
9.62955,86.991814,5.2963026e-11,22.466553,4.7243019e-16,1,1,1
9.63405,92.558472,5.6352162e-11,22.935896,5.0266128e-16,1,1,1
9.6462,98.416832,5.9918894e-11,23.409929,5.3447653e-16,1,1,1
9.6929,136.98357,8.339939e-11,26.137646,7.4392256e-16,1,1,1
9.723,184.1337,1.121057e-10,28.846164,9.9998281e-16,1,1,1
9.7651,56.416767,3.4348091e-11,19.446721,3.0638497e-16,1,1,1
9.7762,148.85031,9.0624193e-11,26.871602,8.083678e-16,1,1,1
9.78135,100.99183,6.1486623e-11,23.612341,5.4846068e-16,1,1,1
9.84065,123.99188,7.5489693e-11,25.283745,6.7336806e-16,1,1,1
9.8468,200.13376,1.2184698e-10,29.658585,1.086875e-15,1,1,1
9.8542,82.850128,5.0441453e-11,22.104195,4.4993776e-16,1,1,1
9.86375,116.55851,7.096405e-11,24.76804,6.3299933e-16,1,1,1
9.8705,202.41718,1.2323718e-10,29.770955,1.0992757e-15,1,1,1
9.9041,93.850143,5.7138567e-11,23.042095,5.0967602e-16,1,1,1
9.91075,243.27554,1.4811289e-10,31.652629,1.321167e-15,1,1,1
9.9125,123.8502,7.5403436e-11,25.274111,6.7259865e-16,1,1,1
9.91535,104.27516,6.3485607e-11,23.865503,5.6629162e-16,1,1,1
9.92895,109.27518,6.652976e-11,24.241016,5.9344546e-16,1,1,1
9.9302,107.41683,6.5398343e-11,24.102814,5.8335322e-16,1,1,1
9.93295,95.275146,5.8006149e-11,23.158132,5.1741485e-16,1,1,1
9.9524,96.416809,5.8701225e-11,23.250264,5.2361492e-16,1,1,1
9.98715,108.12518,6.5829607e-11,24.15568,5.8720009e-16,1,1,1
9.9885,79.133461,4.8178643e-11,21.768593,4.297535e-16,1,1,1
9.9977,123.41687,7.513961e-11,25.2446,6.7024532e-16,1,1,1
10.01685,89.275146,5.4353182e-11,22.661422,4.8483039e-16,1,1,1
10.0225,54.133423,3.2957928e-11,19.180745,2.9398471e-16,1,1,1
10.084,173.26703,1.0548977e-10,28.267167,9.4096873e-16,1,1,1
10.0987,83.850128,5.1050281e-11,22.192772,4.5536851e-16,1,1,1
10.1141,45.850075,2.7914796e-11,18.147786,2.4899998e-16,1,1,1
10.11675,126.27523,7.6879859e-11,25.438004,6.8576834e-16,1,1,1
10.11985,126.84187,7.7224842e-11,25.475997,6.8884559e-16,1,1,1
10.14135,92.275162,5.6179675e-11,22.91247,5.011227e-16,1,1,1
10.145,111.98351,6.817866e-11,24.439651,6.0815365e-16,1,1,1
10.178,79.416786,4.835114e-11,21.794542,4.3129217e-16,1,1,1
10.23315,173.27534,1.0549483e-10,28.267619,9.4101389e-16,1,1,1
10.2454,40.850067,2.4870653e-11,17.46256,2.2184622e-16,1,1,1
10.25795,62.991768,3.8351133e-11,20.174599,3.4209211e-16,1,1,1
10.30345,259.99234,1.5829054e-10,32.361638,1.4119516e-15,1,1,1
10.3162,86.133476,5.2440447e-11,22.392417,4.6776878e-16,1,1,1
10.3172,109.41683,6.6615999e-11,24.251486,5.9421471e-16,1,1,1
10.3424,76.133453,4.6352156e-11,21.489954,4.1346123e-16,1,1,1
10.35755,67.275108,4.095895e-11,20.621889,3.6535383e-16,1,1,1
10.37275,73.275116,4.4611921e-11,21.217578,3.9793833e-16,1,1,1
10.39535,116.55853,7.0964059e-11,24.768041,6.3299941e-16,1,1,1
10.4033,276.98392,1.6863548e-10,33.051803,1.5042285e-15,1,1,1
10.4209,32.85006,2.0000026e-11,16.238866,1.7840023e-16,1,1,1
10.43605,73.275116,4.4611921e-11,21.217578,3.9793833e-16,1,1,1
10.44065,67.991776,4.1395277e-11,20.694857,3.6924587e-16,1,1,1
10.4475,172.13368,1.0479975e-10,28.2054,9.3481381e-16,1,1,1
10.4807,154.98355,9.435828e-11,27.235719,8.4167585e-16,1,1,1
10.49115,167.84193,1.0218682e-10,27.969013,9.1150643e-16,1,1,1
10.49875,124.55852,7.5834676e-11,25.322201,6.7644531e-16,1,1,1
10.51785,92.708481,5.6443492e-11,22.94828,5.0347594e-16,1,1,1
10.53975,187.12534,1.1392709e-10,29.001548,1.0162296e-15,1,1,1
10.57225,115.70855,7.0446571e-11,24.707689,6.2838341e-16,1,1,1
10.5853,76.133438,4.6352146e-11,21.489953,4.1346115e-16,1,1,1
10.6027,182.55032,1.1114169e-10,28.763243,9.9138391e-16,1,1,1
10.6741,45.850075,2.7914796e-11,18.147786,2.4899998e-16,1,1,1
10.68355,55.70842,3.3916829e-11,19.364989,3.0253812e-16,1,1,1
10.6867,211.9838,1.2906161e-10,30.232765,1.1512295e-15,1,1,1
10.70845,43.708408,2.661089e-11,17.860707,2.3736914e-16,1,1,1
10.73385,206.40866,1.2566731e-10,29.965368,1.1209524e-15,1,1,1
10.74605,61.991764,3.7742303e-11,20.067271,3.3666135e-16,1,1,1
10.77685,90.275139,5.4962006e-11,22.745721,4.9026109e-16,1,1,1
10.7877,68.133446,4.1481529e-11,20.709221,3.7001524e-16,1,1,1
10.80425,36.42506,2.2176586e-11,16.807782,1.9781515e-16,1,1,1
10.80475,57.708416,3.5134482e-11,19.594012,3.1339958e-16,1,1,1
10.80915,82.558464,5.026388e-11,22.078226,4.4835381e-16,1,1,1
10.81385,75.558456,4.6002082e-11,21.435716,4.1033857e-16,1,1,1
10.8227,97.850159,5.9573887e-11,23.364912,5.3139908e-16,1,1,1
10.8529,96.416809,5.8701225e-11,23.250264,5.2361492e-16,1,1,1
10.85755,112.27518,6.8356238e-11,24.460851,6.0973765e-16,1,1,1
10.91015,384.27625,2.3395802e-10,36.863069,2.0869056e-15,1,1,1
10.95235,1536.4454,9.3543055e-10,58.508104,8.3440405e-15,1,1,1
11.05455,103.99184,6.3313116e-11,23.84387,5.6475299e-16,1,1,1
11.1547,164.7003,1.0027411e-10,27.793406,8.9444503e-16,1,1,1
11.1831,87.133469,5.304927e-11,22.478741,4.7319949e-16,1,1,1
11.21395,65.991768,4.0177617e-11,20.489918,3.5838434e-16,1,1,1
11.2366,102.70016,6.2526701e-11,23.744736,5.5773817e-16,1,1,1
11.24115,43.708405,2.6610888e-11,17.860706,2.3736912e-16,1,1,1
11.28115,67.991783,4.1395281e-11,20.694858,3.6924591e-16,1,1,1
11.36445,65.991776,4.0177621e-11,20.489919,3.5838438e-16,1,1,1
11.41145,105.99184,6.4530771e-11,23.995757,5.7561448e-16,1,1,1
11.41945,43.708405,2.6610888e-11,17.860706,2.3736912e-16,1,1,1
11.43325,238.99228,1.4550512e-10,31.465763,1.2979057e-15,1,1,1
11.46075,65.991768,4.0177617e-11,20.489918,3.5838434e-16,1,1,1
11.49585,168.84192,1.0279564e-10,28.024448,9.1693709e-16,1,1,1
11.498,141.13359,8.592604e-11,26.398978,7.6646028e-16,1,1,1
11.59045,79.275124,4.8264892e-11,21.781575,4.3052283e-16,1,1,1
11.5946,83.850121,5.1050276e-11,22.192771,4.5536847e-16,1,1,1
11.60945,1081.0455,6.5817047e-10,52.038524,5.8708806e-15,1,1,1
11.6448,81.133453,4.9396294e-11,21.95046,4.4061494e-16,1,1,1
11.6822,200.70035,1.2219193e-10,29.686547,1.089952e-15,1,1,1
11.79515,61.70842,3.7569796e-11,20.03665,3.3512258e-16,1,1,1
11.81525,196.27538,1.1949789e-10,29.466751,1.0659211e-15,1,1,1
11.8345,99.133476,6.0355207e-11,23.466614,5.3836844e-16,1,1,1
11.8478,161.98361,9.8620111e-11,27.639743,8.7969139e-16,1,1,1
11.8592,134.83357,8.2090414e-11,26.000178,7.322465e-16,1,1,1
11.87405,134.12524,8.1659164e-11,25.954569,7.2839975e-16,1,1,1
11.9067,90.133484,5.4875762e-11,22.733817,4.894918e-16,1,1,1
11.93265,314.69244,1.9159348e-10,34.48835,1.7090138e-15,1,1,1
11.95695,85.841805,5.2262869e-11,22.367113,4.6618479e-16,1,1,1
11.9644,102.26682,6.2262875e-11,23.711293,5.5538484e-16,1,1,1
11.9887,83.850128,5.1050281e-11,22.192772,4.5536851e-16,1,1,1
12.0242,93.133507,5.6702259e-11,22.983295,5.0578415e-16,1,1,1
12.07875,34.425053,2.0958926e-11,16.494349,1.8695362e-16,1,1,1
12.13565,144.12526,8.7747451e-11,26.584205,7.8270726e-16,1,1,1
12.1536,80.133461,4.8787471e-11,21.859905,4.3518424e-16,1,1,1
12.1907,107.1335,6.5225842e-11,24.081604,5.8181451e-16,1,1,1
12.25895,518.27692,3.1554135e-10,40.728423,2.8146288e-15,1,1,1
12.2706,702.70337,4.2782528e-10,45.078313,3.8162015e-15,1,1,1
12.2823,178.1337,1.0845273e-10,28.52938,9.6739835e-16,1,1,1
12.35555,65.708427,4.0005111e-11,20.460551,3.5684559e-16,1,1,1
12.43675,236.84209,1.4419602e-10,31.371114,1.2862285e-15,1,1,1
12.4463,135.55023,8.2526737e-11,26.046162,7.3613849e-16,1,1,1
12.4506,89.416809,5.4439431e-11,22.673403,4.8559972e-16,1,1,1
12.4623,240.41722,1.4637266e-10,31.528175,1.3056442e-15,1,1,1
12.4899,108.1335,6.583467e-11,24.156299,5.8724526e-16,1,1,1
12.52805,54.275093,3.304418e-11,19.197463,2.9475409e-16,1,1,1
12.59005,117.27518,7.1400381e-11,24.818699,6.368914e-16,1,1,1
12.59205,135.27525,8.2359322e-11,26.028537,7.3464515e-16,1,1,1
12.60405,39.275078,2.3911755e-11,17.235187,2.1329286e-16,1,1,1
12.6168,117.13353,7.1314138e-11,24.808703,6.3612211e-16,1,1,1
12.62795,117.84185,7.1745383e-11,24.858609,6.3996882e-16,1,1,1
12.63465,76.70845,4.670223e-11,21.543919,4.1658389e-16,1,1,1
12.64475,129.55855,7.8878833e-11,25.656594,7.0359919e-16,1,1,1
12.6554,83.850128,5.1050281e-11,22.192772,4.5536851e-16,1,1,1
12.68075,67.275116,4.0958954e-11,20.62189,3.6535387e-16,1,1,1
12.7038,70.133446,4.2699185e-11,20.909904,3.8087673e-16,1,1,1
12.71375,185.97533,1.1322693e-10,28.942014,1.0099842e-15,1,1,1
12.72415,123.84185,7.5398349e-11,25.273543,6.7255328e-16,1,1,1
12.7311,92.700142,5.6438415e-11,22.947591,5.0343066e-16,1,1,1
12.74375,174.842,1.0644865e-10,28.352557,9.4952196e-16,1,1,1
12.78515,131.27525,7.9924011e-11,25.769417,7.1292218e-16,1,1,1
12.80745,91.841805,5.5915835e-11,22.876546,4.9876925e-16,1,1,1
12.9661,74.133453,4.51345e-11,21.300104,4.0259974e-16,1,1,1
12.9741,134.13356,8.1664228e-11,25.955105,7.2844491e-16,1,1,1
12.99805,60.991764,3.7133476e-11,19.958782,3.312306e-16,1,1,1
13.0072,62.850094,3.8264878e-11,20.159463,3.4132271e-16,1,1,1
13.02075,167.27538,1.0184188e-10,27.937507,9.0842959e-16,1,1,1
13.0222,65.850105,4.0091368e-11,20.475246,3.5761501e-16,1,1,1
13.0392,493.70184,3.0057936e-10,40.074234,2.6811679e-15,1,1,1
13.04575,77.991798,4.7483568e-11,21.6634,4.2355342e-16,1,1,1
13.07155,111.70854,6.8011255e-11,24.419631,6.066604e-16,1,1,1
13.0991,127.55022,7.765611e-11,25.523333,6.926925e-16,1,1,1
13.1569,56.983448,3.4693102e-11,19.511615,3.0946247e-16,1,1,1
13.19055,92.275154,5.617967e-11,22.91247,5.0112266e-16,1,1,1
13.19175,123.99187,7.5489688e-11,25.283744,6.7336802e-16,1,1,1
13.20545,79.275131,4.8264896e-11,21.781576,4.3052287e-16,1,1,1
13.20915,349.55927,2.1282136e-10,35.717735,1.8983666e-15,1,1,1
13.24825,75.991783,4.6265903e-11,21.476616,4.1269185e-16,1,1,1
13.26355,54.991756,3.3480505e-11,19.28159,2.986461e-16,1,1,1
13.28235,106.12517,6.4611942e-11,24.005814,5.7633853e-16,1,1,1
13.29445,69.275116,4.217661e-11,20.824251,3.7621536e-16,1,1,1
13.31625,132.27519,8.0532802e-11,25.834681,7.1835259e-16,1,1,1
13.3358,106.41684,6.478952e-11,24.027786,5.7792252e-16,1,1,1
13.3501,68.133438,4.1481525e-11,20.70922,3.700152e-16,1,1,1
13.3836,91.700142,5.5829587e-11,22.864777,4.9799992e-16,1,1,1
13.3929,74.416786,4.5307001e-11,21.327205,4.0413845e-16,1,1,1
13.41235,99.275169,6.0441473e-11,23.477789,5.3913794e-16,1,1,1
13.4204,104.41683,6.357186e-11,23.876307,5.6706099e-16,1,1,1
13.43055,99.991829,6.0877796e-11,23.534148,5.4302994e-16,1,1,1
13.57955,615.41058,3.7467901e-10,43.128594,3.3421368e-15,1,1,1
13.58775,169.99197,1.0349582e-10,28.087933,9.2318274e-16,1,1,1
13.6116,328.13437,1.9977729e-10,34.97257,1.7820135e-15,1,1,1
13.6464,229.1339,1.3950306e-10,31.027022,1.2443673e-15,1,1,1
13.6912,62.850101,3.8264883e-11,20.159464,3.4132276e-16,1,1,1
13.698,80.133453,4.8787466e-11,21.859905,4.351842e-16,1,1,1
13.7823,275.41733,1.676817e-10,32.989373,1.4957208e-15,1,1,1
13.84245,621.8446,3.7859622e-10,43.278374,3.3770783e-15,1,1,1
13.85115,114.99187,7.0010234e-11,24.656571,6.2449129e-16,1,1,1
13.8981,80.133446,4.8787462e-11,21.859904,4.3518416e-16,1,1,1
13.9006,141.70024,8.6271032e-11,26.434261,7.6953761e-16,1,1,1
13.9725,85.133461,5.183161e-11,22.30542,4.6233796e-16,1,1,1
14.02005,100.84183,6.1395298e-11,23.600645,5.4764606e-16,1,1,1
14.0465,56.85009,3.461191e-11,19.496382,3.0873824e-16,1,1,1
14.1163,215.70041,1.3132438e-10,30.408428,1.1714135e-15,1,1,1
14.1933,161.13364,9.8102622e-11,27.591314,8.7507539e-16,1,1,1
14.21435,77.991791,4.7483563e-11,21.663399,4.2355338e-16,1,1,1
14.2613,134.4169,8.1836733e-11,25.973368,7.2998366e-16,1,1,1
14.27955,301.55923,1.8359762e-10,34.001744,1.6376907e-15,1,1,1
14.3028,129.4169,7.8792595e-11,25.64724,7.0282994e-16,1,1,1
14.3421,195.26714,1.1888404e-10,29.416209,1.0604457e-15,1,1,1
14.3536,315.98404,1.9237984e-10,34.535469,1.7160281e-15,1,1,1
14.36925,86.991798,5.2963017e-11,22.466551,4.7243011e-16,1,1,1
14.3816,99.133507,6.0355225e-11,23.466616,5.3836861e-16,1,1,1
14.38645,119.27519,7.2618041e-11,24.958991,6.4775293e-16,1,1,1
14.42505,145.99196,8.8883949e-11,26.698485,7.9284483e-16,1,1,1
14.47995,55.991753,3.408933e-11,19.397764,3.0407683e-16,1,1,1
14.5605,504.4187,3.0710408e-10,40.362126,2.7393684e-15,1,1,1
14.5691,78.133453,4.7569811e-11,21.676508,4.2432271e-16,1,1,1
14.64665,37.425056,2.2785411e-11,16.960206,2.0324587e-16,1,1,1
14.6961,185.55032,1.1296818e-10,28.919951,1.0076761e-15,1,1,1
14.8516,128.70021,7.8356254e-11,25.599809,6.9893778e-16,1,1,1
14.89475,206.9921,1.2602252e-10,29.993575,1.1241209e-15,1,1,1
14.9354,51.133423,3.1131444e-11,18.819667,2.7769248e-16,1,1,1
15.0153,78.850113,4.8006133e-11,21.74258,4.2821471e-16,1,1,1
15.01715,111.27518,6.7747411e-11,24.388012,6.043069e-16,1,1,1
15.03435,147.84192,9.0010256e-11,26.810784,8.0289148e-16,1,1,1
15.05645,51.275097,3.12177e-11,18.837032,2.7846188e-16,1,1,1
15.1721,194.1337,1.1819397e-10,29.359182,1.0542902e-15,1,1,1
15.1778,57.13343,3.4784415e-11,19.528718,3.1027698e-16,1,1,1
15.1788,146.41696,8.9142703e-11,26.724368,7.9515291e-16,1,1,1
15.22035,47.991745,2.9218704e-11,18.42606,2.6063084e-16,1,1,1
15.2252,429.41824,2.6144172e-10,38.253438,2.3320602e-15,1,1,1
15.24175,98.841827,6.0177643e-11,23.443578,5.3678457e-16,1,1,1
15.2676,400.5509,2.4386649e-10,37.376292,2.1752891e-15,1,1,1
15.3405,113.98352,6.9396325e-11,24.58429,6.1901522e-16,1,1,1
15.37155,56.991756,3.469816e-11,19.512563,3.0950759e-16,1,1,1
15.39575,70.70845,4.3049263e-11,20.966893,3.8399943e-16,1,1,1
15.39845,101.84182,6.2004121e-11,23.6784,5.5307676e-16,1,1,1
15.41095,67.991776,4.1395277e-11,20.694857,3.6924587e-16,1,1,1
15.4494,32.566719,1.9827521e-11,16.192043,1.7686149e-16,1,1,1
15.4985,137.13361,8.3490739e-11,26.147185,7.4473739e-16,1,1,1
15.53705,48.708412,2.9655031e-11,18.517327,2.6452287e-16,1,1,1
15.54245,50.991749,3.1045189e-11,18.80227,2.7692309e-16,1,1,1
15.5612,287.55057,1.7506875e-10,33.466867,1.5616133e-15,1,1,1
15.59295,25.425041,1.5479469e-11,14.909538,1.3807687e-16,1,1,1
15.68285,501.9761,3.0561696e-10,40.296871,2.7261033e-15,1,1,1
15.79405,143.99197,8.7666303e-11,26.576008,7.8198342e-16,1,1,1
15.8838,111.41685,6.7833668e-11,24.398358,6.0507632e-16,1,1,1
15.91425,44.991749,2.7392223e-11,18.033828,2.4433863e-16,1,1,1
15.91735,77.991783,4.7483558e-11,21.663399,4.2355334e-16,1,1,1
15.9977,148.13362,9.0187853e-11,26.828405,8.0447564e-16,1,1,1
16.03115,102.27518,6.2267961e-11,23.711938,5.5543021e-16,1,1,1
16.0325,100.41682,6.1136545e-11,23.567443,5.4533798e-16,1,1,1
16.03495,116.25853,7.0781414e-11,24.746774,6.3137021e-16,1,1,1
16.0474,96.416817,5.8701229e-11,23.250265,5.2361496e-16,1,1,1
16.04995,364.27625,2.2178147e-10,36.212118,1.9782907e-15,1,1,1
16.1499,56.133438,3.4175592e-11,19.414112,3.0484628e-16,1,1,1
16.1617,77.416794,4.7133489e-11,21.61003,4.2043072e-16,1,1,1
16.18025,60.991768,3.7133478e-11,19.958783,3.3123062e-16,1,1,1
16.20475,139.27524,8.4794623e-11,26.282597,7.5636804e-16,1,1,1
16.2203,88.133484,5.3658107e-11,22.564409,4.7863031e-16,1,1,1
16.25245,111.55852,6.7919916e-11,24.408695,6.0584565e-16,1,1,1
16.25885,56.708435,3.4525666e-11,19.480175,3.0796894e-16,1,1,1
16.287,269.70062,1.6420121e-10,32.759527,1.4646748e-15,1,1,1
16.29305,183.99205,1.1201946e-10,28.838765,9.9921356e-16,1,1,1
16.3371,105.41684,6.4180692e-11,23.952286,5.7249178e-16,1,1,1
16.34035,123.27522,7.5053366e-11,25.234937,6.6947603e-16,1,1,1
16.3588,218.41711,1.3297839e-10,30.535558,1.1861672e-15,1,1,1
16.3703,132.13356,8.0446572e-11,25.825457,7.1758342e-16,1,1,1
16.3914,279.13409,1.6994457e-10,33.137108,1.5159056e-15,1,1,1
16.41655,97.991829,5.966014e-11,23.376183,5.3216845e-16,1,1,1
16.4609,76.133453,4.6352156e-11,21.489954,4.1346123e-16,1,1,1
16.46965,82.991814,5.0527715e-11,22.116788,4.5070722e-16,1,1,1
16.5183,196.41711,1.1958418e-10,29.473842,1.0666909e-15,1,1,1
16.613,75.133446,4.5743323e-11,21.395449,4.0803044e-16,1,1,1
16.6202,149.70027,9.1141673e-11,26.922652,8.1298372e-16,1,1,1
16.6371,61.850098,3.7656053e-11,20.051973,3.3589199e-16,1,1,1
16.6594,102.1335,6.2181704e-11,23.700984,5.546608e-16,1,1,1
16.68635,155.99199,9.4972245e-11,27.294663,8.4715242e-16,1,1,1
16.7337,53.850086,3.2785424e-11,19.147222,2.9244599e-16,1,1,1
16.7903,99.98349,6.0872719e-11,23.533494,5.4298465e-16,1,1,1
