X value [cm⁻¹],IR Spectrum 18/O-PTIR (mV) [],IR Spectrum 17/O-PTIR (mV) [],IR Spectrum 16/O-PTIR (mV) [],IR Spectrum 15/O-PTIR (mV) [],IR Spectrum 14/O-PTIR (mV) [],IR Spectrum 13/O-PTIR (mV) [],IR Spectrum 12/O-PTIR (mV) [],IR Spectrum 11/O-PTIR (mV) [],IR Spectrum 10/O-PTIR (mV) []
1121,178.316528320313,188.386856079102,197.935699462891,115.004402160645,163.014953613281,182.553192138672,273.198791503906,116.00138092041,95.1774673461914
1123,177.044174194336,192.948486328125,192.303436279297,109.839073181152,169.553848266602,183.822982788086,273.310150146484,120.189308166504,95.2149429321289
1125,172.308670043945,192.133316040039,187.047927856445,105.422897338867,173.375518798828,183.983642578125,269.661590576172,120.544792175293,100.251800537109
1127,171.302474975586,190.347610473633,185.895660400391,101.571647644043,172.919296264648,184.076614379883,267.952026367188,127.579086303711,100.213233947754
1129,170.443786621094,190.712890625,182.462799072266,101.049743652344,177.531814575195,186.006530761719,268.847198486328,133.415573120117,97.7428588867188
1131,168.797561645508,193.396453857422,182.357040405273,99.4515762329102,183.232574462891,186.431045532227,265.814605712891,137.032821655273,98.9283294677734
1133,168.852722167969,197.169036865234,184.566360473633,93.0780868530273,185.435363769531,185.357086181641,264.488647460938,147.923355102539,99.1874389648438
1135,165.463790893555,192.475997924805,183.33984375,87.5349197387695,186.266510009766,185.326599121094,261.709106445313,155.508270263672,94.5115203857422
1137,162.466033935547,188.451904296875,183.66162109375,83.8491592407227,191.563598632813,185.72395324707,259.956787109375,161.7294921875,84.7611999511719
1139,160.201141357422,189.47282409668,184.347686767578,82.2544097900391,193.021469116211,186.210891723633,258.972900390625,175.541885375977,82.061653137207
1141,154.145736694336,188.871780395508,185.275482177734,80.1101531982422,194.461151123047,184.833358764648,259.342651367188,180.899917602539,82.4328002929688
1143,148.796340942383,186.566192626953,184.338943481445,75.6751403808594,193.072982788086,184.341506958008,259.409606933594,184.07421875,78.4390640258789
1145,144.256576538086,179.133346557617,182.827758789063,73.122444152832,194.857269287109,187.215866088867,260.807342529297,187.608734130859,76.77001953125
1147,138.941635131836,184.509185791016,184.52897644043,72.0802307128906,192.823333740234,189.146896362305,264.670745849609,191.571044921875,78.4755859375
1149,134.716690063477,189.774520874023,185.804306030273,70.6506042480469,194.531311035156,189.895843505859,269.041442871094,190.198867797852,80.5884246826172
1151,130.807800292969,186.946823120117,186.225631713867,70.7607727050781,199.475051879883,194.141525268555,272.470092773438,184.889083862305,83.1433029174805
1153,130.721176147461,196.173751831055,188.344192504883,71.1380844116211,195.115829467773,200.844970703125,277.772064208984,183.785903930664,84.7738723754883
1155,133.022186279297,203.625045776367,192.463287353516,72.2578582763672,195.442810058594,204.079559326172,282.4150390625,180.285675048828,92.0437469482422
1157,133.032409667969,210.617492675781,192.570526123047,72.717414855957,193.575653076172,206.504425048828,280.742370605469,175.047210693359,96.6099624633789
1159,131.542861938477,211.627151489258,189.331436157227,72.6894454956055,186.168579101563,209.307037353516,280.126007080078,176.721252441406,94.8389053344727
1161,128.842346191406,204.628005981445,185.538330078125,74.1221389770508,184.676239013672,210.052749633789,283.840179443359,176.920669555664,95.0544357299805
1163,124.089752197266,207.145568847656,180.322113037109,71.2121200561523,180.476852416992,206.978042602539,282.659271240234,179.499206542969,91.3953094482422
1165,119.97972869873,196.339904785156,175.470092773438,65.2308502197266,178.12434387207,203.932647705078,283.415100097656,185.661605834961,86.8381118774414
1167,115.015365600586,188.394180297852,171.454925537109,62.7497253417969,176.419967651367,203.193542480469,287.840515136719,189.830062866211,81.0341186523438
1169,109.386512756348,184.425750732422,169.120819091797,62.2064895629883,168.285629272461,201.7734375,289.283935546875,192.555572509766,73.7437057495117
1171,106.985702514648,176.504699707031,168.604278564453,59.9927520751953,166.62532043457,199.759963989258,292.001007080078,195.452011108398,70.3725433349609
1173,103.595916748047,178.256103515625,168.92073059082,55.602912902832,168.704071044922,196.247604370117,293.413360595703,194.464874267578,65.5254669189453
