X value [cm⁻¹],IR Spectrum 1/O-PTIR (mV) [],out 1/O-PTIR (mV) [],out2/O-PTIR (mV) [],IR Spectrum 6/O-PTIR (mV) [],IR Spectrum 7/O-PTIR (mV) [],IR Spectrum 8/O-PTIR (mV) [],out4/O-PTIR (mV) [],out5/O-PTIR (mV) [],IR Spectrum 16/O-PTIR (mV) []
1085,110.531051635742,249.157592773438,21.6445198059082,49.277946472168,14.6115560531616,8.60486888885498,46.4813690185547,98.4415130615234,8.85682773590088
1087,106.906837463379,238.108703613281,20.6686553955078,47.7513275146484,14.6245059967041,8.67268085479736,44.2049980163574,96.8518295288086,7.55367708206177
1089,102.309379577637,224.530563354492,19.610107421875,46.5906677246094,14.3017635345459,8.50233364105225,40.7242736816406,96.3278350830078,5.92925596237183
1091,100.022857666016,213.008178710938,19.8769569396973,46.9400863647461,14.1328773498535,8.61194610595703,37.2499198913574,95.5815124511719,4.41257333755493
1093,98.5430221557617,209.296585083008,19.8041172027588,44.5302124023438,13.7718496322632,9.03399467468262,36.1484527587891,94.3327865600586,3.98908829689026
1095,96.1557922363281,204.134475708008,19.4499797821045,44.5899887084961,13.5596961975098,9.45122337341309,34.9050941467285,94.8515396118164,3.70505046844482
1097,93.2577209472656,199.682464599609,18.9934921264648,44.295955657959,12.915566444397,9.42994689941406,33.291015625,94.3250122070313,3.66608691215515
1099,90.9671478271484,201.680908203125,19.7641906738281,42.1377601623535,12.8393974304199,9.14637851715088,33.0592269897461,94.9298095703125,4.22533273696899
1101,88.2509002685547,204.206405639648,20.3994159698486,43.1446228027344,12.8227043151855,8.73172569274902,33.8670768737793,95.9375991821289,4.51716184616089
1103,85.3612289428711,206.184173583984,20.476713180542,41.7685165405273,12.5633935928345,8.26926231384277,33.4177207946777,96.9724502563477,5.20650863647461
1105,82.6642456054688,207.536987304688,20.7972755432129,39.9604072570801,12.2098865509033,8.01259136199951,33.1312370300293,98.2910537719727,6.05719995498657
1107,82.2518463134766,210.945663452148,20.926362991333,41.5227737426758,12.2790002822876,7.7135591506958,34.2387580871582,99.8130416870117,6.09196853637695
1109,82.0627517700195,213.660659790039,21.0123138427734,40.4620666503906,12.5267610549927,7.42334079742432,34.5492210388184,101.949905395508,6.03107070922852
1111,81.2044830322266,212.673797607422,20.8380699157715,40.9296607971191,12.7575016021729,7.00425815582275,35.0172157287598,101.270111083984,6.45457744598389
1113,79.8194274902344,210.582870483398,20.8394680023193,39.7508125305176,12.7024087905884,6.80788612365723,35.1730804443359,101.471946716309,6.56680107116699
